"scaffold","number_of_loci","Sequence.Length"
"OLKM01003060.1",4,45400
"OLKM01003064.1",4,45294
"OLKM01003071.1",4,45053
"OLKM01003082.1",4,44616
"OLKM01003084.1",4,44562
"OLKM01003105.1",4,44014
"OLKM01003110.1",4,43778
"OLKM01003140.1",4,42983
"OLKM01003155.1",4,42701
"OLKM01003158.1",4,42682
"OLKM01003165.1",4,42452
"OLKM01003179.1",4,42112
"OLKM01003185.1",4,42018
"OLKM01003193.1",4,41819
"OLKM01003214.1",4,41070
"OLKM01003234.1",4,40750
"OLKM01003247.1",4,40251
"OLKM01003294.1",4,39276
"OLKM01003296.1",4,39251
"OLKM01003301.1",4,39169
"OLKM01003312.1",4,39010
"OLKM01003322.1",4,38690
"OLKM01003323.1",4,38684
"OLKM01003334.1",4,38576
"OLKM01003336.1",4,38559
"OLKM01003349.1",4,38307
"OLKM01003374.1",4,37711
"OLKM01003381.1",4,37595
"OLKM01003390.1",4,37422
"OLKM01003408.1",4,37058
"OLKM01003416.1",4,36958
"OLKM01003455.1",4,36173
"OLKM01003475.1",4,35704
"OLKM01003496.1",4,35235
"OLKM01003506.1",4,35074
"OLKM01003532.1",4,34640
"OLKM01003537.1",4,34435
"OLKM01003552.1",4,34174
"OLKM01003558.1",4,34020
"OLKM01003571.1",4,33888
"OLKM01003574.1",4,33833
"OLKM01003586.1",4,33633
"OLKM01003601.1",4,33452
"OLKM01003623.1",4,33062
"OLKM01003629.1",4,32937
"OLKM01003660.1",4,32498
"OLKM01003663.1",4,32435
"OLKM01003673.1",4,32310
"OLKM01003680.1",4,32226
"OLKM01003688.1",4,32058
"OLKM01003708.1",4,31647
"OLKM01003714.1",4,31540
"OLKM01003715.1",4,31481
"OLKM01003717.1",4,31437
"OLKM01003727.1",4,31258
"OLKM01003737.1",4,31054
"OLKM01003747.1",4,30790
"OLKM01003775.1",4,30162
"OLKM01003802.1",4,29752
"OLKM01003810.1",4,29578
"OLKM01003811.1",4,29566
"OLKM01003851.1",4,28910
"OLKM01003856.1",4,28842
"OLKM01003857.1",4,28840
"OLKM01003888.1",4,28310
"OLKM01003903.1",4,28011
"OLKM01003946.1",4,27465
"OLKM01003957.1",4,27316
"OLKM01003973.1",4,27078
"OLKM01003983.1",4,26841
"OLKM01004013.1",4,26513
"OLKM01004028.1",4,26394
"OLKM01004038.1",4,26263
"OLKM01004049.1",4,26083
"OLKM01004071.1",4,25832
"OLKM01004089.1",4,25586
"OLKM01004101.1",4,25454
"OLKM01004113.1",4,25292
"OLKM01004124.1",4,25157
"OLKM01004159.1",4,24764
"OLKM01004169.1",4,24646
"OLKM01004173.1",4,24610
"OLKM01004187.1",4,24435
"OLKM01004190.1",4,24386
"OLKM01004191.1",4,24382
"OLKM01004233.1",4,24118
"OLKM01004244.1",4,24001
"OLKM01004246.1",4,23984
"OLKM01004256.1",4,23909
"OLKM01004269.1",4,23811
"OLKM01004277.1",4,23701
"OLKM01004285.1",4,23653
"OLKM01004297.1",4,23575
"OLKM01004301.1",4,23539
"OLKM01004302.1",4,23537
"OLKM01004311.1",4,23414
"OLKM01004317.1",4,23353
"OLKM01004330.1",4,23220
"OLKM01004339.1",4,23172
"OLKM01004360.1",4,23008
"OLKM01004365.1",4,22933
"OLKM01004369.1",4,22916
"OLKM01004435.1",4,22456
"OLKM01004439.1",4,22420
"OLKM01004442.1",4,22392
"OLKM01004473.1",4,22163
"OLKM01004474.1",4,22158
"OLKM01004490.1",4,22004
"OLKM01004502.1",4,21932
"OLKM01004507.1",4,21902
"OLKM01004522.1",4,21812
"OLKM01004569.1",4,21546
"OLKM01004628.1",4,21043
"OLKM01004641.1",4,20936
"OLKM01004650.1",4,20889
"OLKM01004730.1",4,20356
"OLKM01004774.1",4,20148
"OLKM01004800.1",4,20002
"OLKM01004809.1",4,19930
"OLKM01004810.1",4,19920
"OLKM01004812.1",4,19915
"OLKM01004849.1",4,19659
"OLKM01004867.1",4,19552
"OLKM01004875.1",4,19522
"OLKM01004883.1",4,19457
"OLKM01004886.1",4,19451
"OLKM01004908.1",4,19378
"OLKM01004931.1",4,19275
"OLKM01004936.1",4,19254
"OLKM01004962.1",4,19128
"OLKM01004969.1",4,19105
"OLKM01004973.1",4,19081
"OLKM01005000.1",4,18965
"OLKM01005011.1",4,18910
"OLKM01005033.1",4,18791
"OLKM01005042.1",4,18740
"OLKM01005109.1",4,18373
"OLKM01005118.1",4,18350
"OLKM01005131.1",4,18304
"OLKM01005219.1",4,17949
"OLKM01005258.1",4,17793
"OLKM01005287.1",4,17690
"OLKM01005306.1",4,17613
"OLKM01005394.1",4,17319
"OLKM01005396.1",4,17316
"OLKM01005411.1",4,17256
"OLKM01005440.1",4,17157
"OLKM01005446.1",4,17133
"OLKM01005468.1",4,17052
"OLKM01005539.1",4,16829
"OLKM01005553.1",4,16782
"OLKM01005559.1",4,16768
"OLKM01005560.1",4,16764
"OLKM01005619.1",4,16568
"OLKM01005657.1",4,16407
"OLKM01005685.1",4,16259
"OLKM01005710.1",4,16161
"OLKM01005720.1",4,16122
"OLKM01005774.1",4,15958
"OLKM01005787.1",4,15926
"OLKM01005813.1",4,15863
"OLKM01005852.1",4,15754
"OLKM01005884.1",4,15674
"OLKM01005885.1",4,15673
"OLKM01006007.1",4,15331
"OLKM01006023.1",4,15282
"OLKM01006036.1",4,15264
"OLKM01006112.1",4,15090
"OLKM01006126.1",4,15055
"OLKM01006132.1",4,15045
"OLKM01006161.1",4,14969
"OLKM01006173.1",4,14943
"OLKM01006298.1",4,14629
"OLKM01006299.1",4,14625
"OLKM01006343.1",4,14517
"OLKM01006409.1",4,14357
"OLKM01006454.1",4,14231
"OLKM01006469.1",4,14172
"OLKM01006495.1",4,14112
"OLKM01006576.1",4,13909
"OLKM01006586.1",4,13885
"OLKM01006617.1",4,13818
"OLKM01006630.1",4,13781
"OLKM01006648.1",4,13729
"OLKM01006655.1",4,13711
"OLKM01006668.1",4,13666
"OLKM01006675.1",4,13653
"OLKM01006706.1",4,13585
"OLKM01006723.1",4,13547
"OLKM01006739.1",4,13518
"OLKM01006748.1",4,13501
"OLKM01006766.1",4,13445
"OLKM01006769.1",4,13432
"OLKM01006777.1",4,13418
"OLKM01006834.1",4,13294
"OLKM01006846.1",4,13258
"OLKM01006853.1",4,13244
"OLKM01006860.1",4,13233
"OLKM01006894.1",4,13145
"OLKM01006900.1",4,13136
"OLKM01006904.1",4,13129
"OLKM01006916.1",4,13106
"OLKM01006940.1",4,13056
"OLKM01006990.1",4,12911
"OLKM01007004.1",4,12883
"OLKM01007025.1",4,12823
"OLKM01007056.1",4,12739
"OLKM01007105.1",4,12614
"OLKM01007134.1",4,12548
"OLKM01007147.1",4,12508
"OLKM01007150.1",4,12501
"OLKM01007209.1",4,12335
"OLKM01007240.1",4,12243
"OLKM01007245.1",4,12236
"OLKM01007267.1",4,12169
"OLKM01007281.1",4,12136
"OLKM01007288.1",4,12120
"OLKM01007316.1",4,12062
"OLKM01007373.1",4,11955
"OLKM01007379.1",4,11942
"OLKM01007398.1",4,11902
"OLKM01007424.1",4,11850
"OLKM01007438.1",4,11821
"OLKM01007495.1",4,11692
"OLKM01007509.1",4,11652
"OLKM01007521.1",4,11587
"OLKM01007539.1",4,11531
"OLKM01007559.1",4,11454
"OLKM01007566.1",4,11434
"OLKM01007612.1",4,11304
"OLKM01007643.1",4,11216
"OLKM01007660.1",4,11168
"OLKM01007824.1",4,10709
"OLKM01007842.1",4,10643
"OLKM01007843.1",4,10638
"OLKM01007900.1",4,10461
"OLKM01007913.1",4,10409
"OLKM01007932.1",4,10343
"OLKM01007934.1",4,10336
"OLKM01007941.1",4,10307
"OLKM01007965.1",4,10225
"OLKM01008004.1",4,10088
"OLKM01008045.1",4,9934
"OLKM01008052.1",4,9790
"OLKM01008072.1",4,9486
"OLKM01008156.1",4,7539
"OLKM01008201.1",4,6006
"OLKM01008207.1",4,5792
"OLKM01008268.1",4,4350
"OLKM01008277.1",4,4125
"OLKM01000564.1",3,277228
"OLKM01000569.1",3,275690
"OLKM01000939.1",3,198025
"OLKM01000985.1",3,190173
"OLKM01001014.1",3,185602
"OLKM01001132.1",3,168615
"OLKM01001140.1",3,167961
"OLKM01001167.1",3,165145
"OLKM01001176.1",3,164254
"OLKM01001223.1",3,159070
"OLKM01001254.1",3,154041
"OLKM01001310.1",3,148662
"OLKM01001342.1",3,145411
"OLKM01001356.1",3,144336
"OLKM01001364.1",3,142568
"OLKM01001365.1",3,142423
"OLKM01001380.1",3,141011
"OLKM01001419.1",3,137430
"OLKM01001423.1",3,137010
"OLKM01001435.1",3,136007
"OLKM01001447.1",3,134998
"OLKM01001453.1",3,134314
"OLKM01001523.1",3,127157
"OLKM01001539.1",3,125158
"OLKM01001541.1",3,124995
"OLKM01001550.1",3,124000
"OLKM01001588.1",3,120402
"OLKM01001617.1",3,118723
"OLKM01001620.1",3,118492
"OLKM01001667.1",3,114820
"OLKM01001687.1",3,112810
"OLKM01001706.1",3,111962
"OLKM01001742.1",3,109159
"OLKM01001745.1",3,109033
"OLKM01001756.1",3,107896
"OLKM01001766.1",3,106997
"OLKM01001780.1",3,106006
"OLKM01001796.1",3,104852
"OLKM01001801.1",3,104459
"OLKM01001808.1",3,103958
"OLKM01001831.1",3,102377
"OLKM01001841.1",3,101753
"OLKM01001850.1",3,101088
"OLKM01001857.1",3,100791
"OLKM01001878.1",3,99501
"OLKM01001924.1",3,95356
"OLKM01001945.1",3,94001
"OLKM01001955.1",3,93342
"OLKM01001957.1",3,93112
"OLKM01001983.1",3,91746
"OLKM01001987.1",3,91542
"OLKM01002003.1",3,90462
"OLKM01002004.1",3,90430
"OLKM01002005.1",3,90224
"OLKM01002059.1",3,87314
"OLKM01002061.1",3,87227
"OLKM01002084.1",3,85985
"OLKM01002099.1",3,85389
"OLKM01002106.1",3,85009
"OLKM01002126.1",3,83934
"OLKM01002138.1",3,83306
"OLKM01002139.1",3,83267
"OLKM01002147.1",3,83009
"OLKM01002168.1",3,81928
"OLKM01002193.1",3,80063
"OLKM01002219.1",3,78763
"OLKM01002228.1",3,78276
"OLKM01002230.1",3,78215
"OLKM01002236.1",3,77890
"OLKM01002240.1",3,77799
"OLKM01002244.1",3,77595
"OLKM01002274.1",3,76039
"OLKM01002283.1",3,75671
"OLKM01002284.1",3,75650
"OLKM01002297.1",3,75079
"OLKM01002315.1",3,74405
"OLKM01002316.1",3,74398
"OLKM01002318.1",3,74321
"OLKM01002320.1",3,74315
"OLKM01002322.1",3,74307
"OLKM01002327.1",3,74080
"OLKM01002337.1",3,73525
"OLKM01002339.1",3,73496
"OLKM01002348.1",3,73033
"OLKM01002375.1",3,71849
"OLKM01002389.1",3,71118
"OLKM01002417.1",3,70059
"OLKM01002437.1",3,69212
"OLKM01002441.1",3,68876
"OLKM01002454.1",3,68401
"OLKM01002489.1",3,66949
"OLKM01002494.1",3,66768
"OLKM01002498.1",3,66653
"OLKM01002517.1",3,65565
"OLKM01002524.1",3,65329
"OLKM01002526.1",3,65290
"OLKM01002537.1",3,65032
"OLKM01002544.1",3,64803
"OLKM01002573.1",3,63475
"OLKM01002574.1",3,63452
"OLKM01002597.1",3,62075
"OLKM01002599.1",3,62012
"OLKM01002610.1",3,61733
"OLKM01002623.1",3,61195
"OLKM01002642.1",3,60278
"OLKM01002645.1",3,60190
"OLKM01002646.1",3,60043
"OLKM01002653.1",3,59690
"OLKM01002656.1",3,59599
"OLKM01002663.1",3,59240
"OLKM01002674.1",3,58610
"OLKM01002702.1",3,57538
"OLKM01002704.1",3,57474
"OLKM01002711.1",3,57191
"OLKM01002720.1",3,56845
"OLKM01002725.1",3,56726
"OLKM01002729.1",3,56594
"OLKM01002732.1",3,56497
"OLKM01002737.1",3,56371
"OLKM01002741.1",3,56230
"OLKM01002747.1",3,56083
"OLKM01002753.1",3,55887
"OLKM01002757.1",3,55788
"OLKM01002759.1",3,55672
"OLKM01002779.1",3,55007
"OLKM01002783.1",3,54906
"OLKM01002791.1",3,54663
"OLKM01002799.1",3,54439
"OLKM01002803.1",3,54211
"OLKM01002804.1",3,54123
"OLKM01002824.1",3,53398
"OLKM01002843.1",3,52696
"OLKM01002848.1",3,52438
"OLKM01002860.1",3,51972
"OLKM01002865.1",3,51828
"OLKM01002877.1",3,51448
"OLKM01002884.1",3,51304
"OLKM01002887.1",3,51256
"OLKM01002897.1",3,50861
"OLKM01002901.1",3,50642
"OLKM01002905.1",3,50575
"OLKM01002927.1",3,49780
"OLKM01002938.1",3,49354
"OLKM01002946.1",3,48904
"OLKM01002970.1",3,47909
"OLKM01002983.1",3,47522
"OLKM01003001.1",3,47235
"OLKM01003002.1",3,47165
"OLKM01003023.1",3,46530
"OLKM01003027.1",3,46461
"OLKM01003030.1",3,46341
"OLKM01003031.1",3,46328
"OLKM01003032.1",3,46328
"OLKM01003041.1",3,46086
"OLKM01003044.1",3,45999
"OLKM01003047.1",3,45901
"OLKM01003054.1",3,45596
"OLKM01003061.1",3,45379
"OLKM01003068.1",3,45141
"OLKM01003076.1",3,44858
"OLKM01003079.1",3,44650
"OLKM01003081.1",3,44648
"OLKM01003103.1",3,44128
"OLKM01003117.1",3,43658
"OLKM01003128.1",3,43284
"OLKM01003169.1",3,42345
"OLKM01003177.1",3,42216
"OLKM01003178.1",3,42204
"OLKM01003203.1",3,41382
"OLKM01003218.1",3,41034
"OLKM01003219.1",3,41032
"OLKM01003231.1",3,40798
"OLKM01003235.1",3,40727
"OLKM01003240.1",3,40476
"OLKM01003254.1",3,40040
"OLKM01003261.1",3,39960
"OLKM01003267.1",3,39850
"OLKM01003275.1",3,39716
"OLKM01003280.1",3,39574
"OLKM01003283.1",3,39528
"OLKM01003284.1",3,39495
"OLKM01003308.1",3,39047
"OLKM01003314.1",3,38935
"OLKM01003324.1",3,38674
"OLKM01003325.1",3,38664
"OLKM01003327.1",3,38642
"OLKM01003348.1",3,38313
"OLKM01003365.1",3,37897
"OLKM01003383.1",3,37572
"OLKM01003386.1",3,37513
"OLKM01003400.1",3,37210
"OLKM01003412.1",3,36992
"OLKM01003415.1",3,36971
"OLKM01003424.1",3,36698
"OLKM01003425.1",3,36689
"OLKM01003444.1",3,36376
"OLKM01003452.1",3,36235
"OLKM01003458.1",3,36152
"OLKM01003471.1",3,35790
"OLKM01003476.1",3,35669
"OLKM01003493.1",3,35254
"OLKM01003494.1",3,35250
"OLKM01003503.1",3,35163
"OLKM01003504.1",3,35078
"OLKM01003512.1",3,34973
"OLKM01003514.1",3,34944
"OLKM01003518.1",3,34869
"OLKM01003527.1",3,34674
"OLKM01003566.1",3,33943
"OLKM01003567.1",3,33919
"OLKM01003575.1",3,33802
"OLKM01003583.1",3,33674
"OLKM01003584.1",3,33660
"OLKM01003593.1",3,33540
"OLKM01003594.1",3,33539
"OLKM01003597.1",3,33499
"OLKM01003599.1",3,33475
"OLKM01003610.1",3,33279
"OLKM01003628.1",3,32942
"OLKM01003645.1",3,32730
"OLKM01003658.1",3,32513
"OLKM01003659.1",3,32506
"OLKM01003661.1",3,32468
"OLKM01003668.1",3,32381
"OLKM01003674.1",3,32298
"OLKM01003678.1",3,32268
"OLKM01003683.1",3,32143
"OLKM01003686.1",3,32116
"OLKM01003689.1",3,32039
"OLKM01003711.1",3,31599
"OLKM01003724.1",3,31329
"OLKM01003728.1",3,31244
"OLKM01003752.1",3,30642
"OLKM01003791.1",3,29910
"OLKM01003794.1",3,29846
"OLKM01003803.1",3,29663
"OLKM01003814.1",3,29533
"OLKM01003815.1",3,29518
"OLKM01003828.1",3,29237
"OLKM01003884.1",3,28387
"OLKM01003899.1",3,28201
"OLKM01003902.1",3,28129
"OLKM01003905.1",3,27997
"OLKM01003909.1",3,27940
"OLKM01003922.1",3,27777
"OLKM01003929.1",3,27705
"OLKM01003932.1",3,27650
"OLKM01003935.1",3,27588
"OLKM01003947.1",3,27453
"OLKM01003949.1",3,27406
"OLKM01003954.1",3,27341
"OLKM01003965.1",3,27182
"OLKM01003986.1",3,26806
"OLKM01003989.1",3,26796
"OLKM01003992.1",3,26775
"OLKM01004015.1",3,26503
"OLKM01004021.1",3,26453
"OLKM01004032.1",3,26322
"OLKM01004034.1",3,26314
"OLKM01004047.1",3,26088
"OLKM01004058.1",3,25950
"OLKM01004066.1",3,25884
"OLKM01004072.1",3,25822
"OLKM01004078.1",3,25767
"OLKM01004093.1",3,25537
"OLKM01004094.1",3,25506
"OLKM01004105.1",3,25388
"OLKM01004108.1",3,25366
"OLKM01004110.1",3,25345
"OLKM01004125.1",3,25144
"OLKM01004129.1",3,25111
"OLKM01004140.1",3,24965
"OLKM01004146.1",3,24896
"OLKM01004157.1",3,24792
"OLKM01004202.1",3,24296
"OLKM01004215.1",3,24235
"OLKM01004228.1",3,24134
"OLKM01004229.1",3,24129
"OLKM01004235.1",3,24103
"OLKM01004258.1",3,23891
"OLKM01004263.1",3,23873
"OLKM01004284.1",3,23655
"OLKM01004293.1",3,23597
"OLKM01004321.1",3,23301
"OLKM01004325.1",3,23259
"OLKM01004327.1",3,23244
"OLKM01004328.1",3,23240
"OLKM01004349.1",3,23084
"OLKM01004399.1",3,22702
"OLKM01004408.1",3,22639
"OLKM01004409.1",3,22631
"OLKM01004413.1",3,22617
"OLKM01004415.1",3,22587
"OLKM01004444.1",3,22375
"OLKM01004447.1",3,22351
"OLKM01004449.1",3,22330
"OLKM01004492.1",3,21999
"OLKM01004500.1",3,21954
"OLKM01004550.1",3,21630
"OLKM01004558.1",3,21595
"OLKM01004570.1",3,21539
"OLKM01004573.1",3,21514
"OLKM01004593.1",3,21327
"OLKM01004605.1",3,21242
"OLKM01004614.1",3,21176
"OLKM01004620.1",3,21101
"OLKM01004626.1",3,21067
"OLKM01004635.1",3,20975
"OLKM01004642.1",3,20934
"OLKM01004657.1",3,20804
"OLKM01004681.1",3,20660
"OLKM01004688.1",3,20617
"OLKM01004693.1",3,20579
"OLKM01004713.1",3,20485
"OLKM01004719.1",3,20443
"OLKM01004742.1",3,20281
"OLKM01004757.1",3,20227
"OLKM01004777.1",3,20118
"OLKM01004826.1",3,19830
"OLKM01004840.1",3,19732
"OLKM01004857.1",3,19590
"OLKM01004862.1",3,19572
"OLKM01004884.1",3,19455
"OLKM01004890.1",3,19443
"OLKM01004894.1",3,19430
"OLKM01004910.1",3,19374
"OLKM01004912.1",3,19373
"OLKM01004920.1",3,19320
"OLKM01004976.1",3,19064
"OLKM01004988.1",3,19013
"OLKM01005003.1",3,18949
"OLKM01005052.1",3,18700
"OLKM01005066.1",3,18628
"OLKM01005067.1",3,18621
"OLKM01005079.1",3,18562
"OLKM01005096.1",3,18450
"OLKM01005101.1",3,18428
"OLKM01005102.1",3,18427
"OLKM01005136.1",3,18284
"OLKM01005142.1",3,18270
"OLKM01005154.1",3,18223
"OLKM01005172.1",3,18154
"OLKM01005173.1",3,18150
"OLKM01005176.1",3,18129
"OLKM01005189.1",3,18091
"OLKM01005195.1",3,18079
"OLKM01005206.1",3,18010
"OLKM01005238.1",3,17879
"OLKM01005241.1",3,17867
"OLKM01005244.1",3,17861
"OLKM01005268.1",3,17760
"OLKM01005278.1",3,17726
"OLKM01005318.1",3,17574
"OLKM01005335.1",3,17506
"OLKM01005345.1",3,17477
"OLKM01005354.1",3,17441
"OLKM01005382.1",3,17353
"OLKM01005395.1",3,17318
"OLKM01005408.1",3,17263
"OLKM01005428.1",3,17199
"OLKM01005443.1",3,17147
"OLKM01005451.1",3,17123
"OLKM01005494.1",3,16972
"OLKM01005511.1",3,16910
"OLKM01005552.1",3,16784
"OLKM01005584.1",3,16690
"OLKM01005612.1",3,16581
"OLKM01005618.1",3,16571
"OLKM01005622.1",3,16553
"OLKM01005628.1",3,16546
"OLKM01005635.1",3,16510
"OLKM01005654.1",3,16422
"OLKM01005687.1",3,16241
"OLKM01005697.1",3,16210
"OLKM01005732.1",3,16075
"OLKM01005740.1",3,16052
"OLKM01005785.1",3,15928
"OLKM01005795.1",3,15911
"OLKM01005807.1",3,15876
"OLKM01005815.1",3,15859
"OLKM01005824.1",3,15834
"OLKM01005828.1",3,15827
"OLKM01005882.1",3,15678
"OLKM01005894.1",3,15652
"OLKM01005912.1",3,15615
"OLKM01005963.1",3,15456
"OLKM01005965.1",3,15445
"OLKM01005971.1",3,15413
"OLKM01005973.1",3,15412
"OLKM01005984.1",3,15391
"OLKM01005991.1",3,15371
"OLKM01005992.1",3,15365
"OLKM01006008.1",3,15327
"OLKM01006054.1",3,15221
"OLKM01006057.1",3,15213
"OLKM01006073.1",3,15176
"OLKM01006146.1",3,15011
"OLKM01006148.1",3,15004
"OLKM01006149.1",3,15003
"OLKM01006151.1",3,15003
"OLKM01006184.1",3,14909
"OLKM01006194.1",3,14886
"OLKM01006205.1",3,14856
"OLKM01006210.1",3,14838
"OLKM01006270.1",3,14676
"OLKM01006282.1",3,14654
"OLKM01006311.1",3,14597
"OLKM01006342.1",3,14518
"OLKM01006350.1",3,14499
"OLKM01006378.1",3,14432
"OLKM01006398.1",3,14380
"OLKM01006415.1",3,14337
"OLKM01006437.1",3,14283
"OLKM01006447.1",3,14263
"OLKM01006479.1",3,14157
"OLKM01006489.1",3,14141
"OLKM01006525.1",3,14033
"OLKM01006526.1",3,14030
"OLKM01006554.1",3,13955
"OLKM01006558.1",3,13942
"OLKM01006633.1",3,13766
"OLKM01006637.1",3,13752
"OLKM01006640.1",3,13743
"OLKM01006646.1",3,13730
"OLKM01006649.1",3,13727
"OLKM01006653.1",3,13720
"OLKM01006658.1",3,13694
"OLKM01006697.1",3,13606
"OLKM01006746.1",3,13506
"OLKM01006768.1",3,13440
"OLKM01006791.1",3,13398
"OLKM01006798.1",3,13384
"OLKM01006840.1",3,13273
"OLKM01006843.1",3,13263
"OLKM01006850.1",3,13251
"OLKM01006901.1",3,13134
"OLKM01006908.1",3,13124
"OLKM01006919.1",3,13094
"OLKM01006949.1",3,13030
"OLKM01006956.1",3,13007
"OLKM01006967.1",3,12977
"OLKM01006982.1",3,12928
"OLKM01006985.1",3,12923
"OLKM01007000.1",3,12887
"OLKM01007040.1",3,12781
"OLKM01007046.1",3,12763
"OLKM01007057.1",3,12736
"OLKM01007070.1",3,12700
"OLKM01007071.1",3,12699
"OLKM01007077.1",3,12689
"OLKM01007106.1",3,12614
"OLKM01007114.1",3,12598
"OLKM01007137.1",3,12535
"OLKM01007156.1",3,12483
"OLKM01007182.1",3,12416
"OLKM01007185.1",3,12409
"OLKM01007199.1",3,12361
"OLKM01007201.1",3,12352
"OLKM01007205.1",3,12341
"OLKM01007212.1",3,12328
"OLKM01007235.1",3,12255
"OLKM01007294.1",3,12107
"OLKM01007309.1",3,12081
"OLKM01007313.1",3,12070
"OLKM01007318.1",3,12058
"OLKM01007323.1",3,12050
"OLKM01007344.1",3,12011
"OLKM01007384.1",3,11925
"OLKM01007394.1",3,11908
"OLKM01007396.1",3,11906
"OLKM01007414.1",3,11878
"OLKM01007415.1",3,11874
"OLKM01007419.1",3,11864
"OLKM01007429.1",3,11844
"OLKM01007437.1",3,11824
"OLKM01007451.1",3,11793
"OLKM01007461.1",3,11756
"OLKM01007489.1",3,11698
"OLKM01007499.1",3,11677
"OLKM01007516.1",3,11607
"OLKM01007519.1",3,11599
"OLKM01007583.1",3,11382
"OLKM01007593.1",3,11368
"OLKM01007661.1",3,11164
"OLKM01007675.1",3,11119
"OLKM01007679.1",3,11103
"OLKM01007728.1",3,10964
"OLKM01007745.1",3,10908
"OLKM01007750.1",3,10899
"OLKM01007757.1",3,10883
"OLKM01007776.1",3,10830
"OLKM01007788.1",3,10801
"OLKM01007821.1",3,10715
"OLKM01007836.1",3,10660
"OLKM01007844.1",3,10634
"OLKM01007871.1",3,10558
"OLKM01007902.1",3,10460
"OLKM01007964.1",3,10232
"OLKM01007970.1",3,10198
"OLKM01008002.1",3,10091
"OLKM01008016.1",3,10037
"OLKM01008043.1",3,9938
"OLKM01008065.1",3,9598
"OLKM01008077.1",3,9379
"OLKM01008080.1",3,9285
"OLKM01008127.1",3,8211
"OLKM01008154.1",3,7602
"OLKM01008159.1",3,7448
"OLKM01008166.1",3,7091
"OLKM01008192.1",3,6216
"OLKM01008206.1",3,5837
"OLKM01008233.1",3,5111
"OLKM01008294.1",3,3839
"OLKM01008376.1",3,2664
"OLKM01008382.1",3,2598
"OLKM01000585.1",2,269304
"OLKM01000591.1",2,266790
"OLKM01000689.1",2,242517
"OLKM01000729.1",2,233778
"OLKM01001033.1",2,182192
"OLKM01001068.1",2,176844
"OLKM01001105.1",2,172180
"OLKM01001239.1",2,156071
"OLKM01001268.1",2,151861
"OLKM01001274.1",2,151599
"OLKM01001382.1",2,140864
"OLKM01001398.1",2,139517
"OLKM01001479.1",2,131768
"OLKM01001490.1",2,131280
"OLKM01001507.1",2,128351
"OLKM01001527.1",2,126904
"OLKM01001529.1",2,126875
"OLKM01001585.1",2,120545
"OLKM01001634.1",2,117417
"OLKM01001679.1",2,113699
"OLKM01001727.1",2,110470
"OLKM01001730.1",2,110325
"OLKM01001768.1",2,106820
"OLKM01001791.1",2,105119
"OLKM01001819.1",2,103310
"OLKM01001825.1",2,102975
"OLKM01001833.1",2,102237
"OLKM01001837.1",2,102085
"OLKM01001844.1",2,101576
"OLKM01001849.1",2,101152
"OLKM01001874.1",2,99838
"OLKM01001880.1",2,99272
"OLKM01001891.1",2,98231
"OLKM01001913.1",2,96253
"OLKM01001923.1",2,95502
"OLKM01001953.1",2,93489
"OLKM01001967.1",2,92488
"OLKM01001975.1",2,92092
"OLKM01001989.1",2,91421
"OLKM01001994.1",2,91246
"OLKM01001998.1",2,90893
"OLKM01002012.1",2,89848
"OLKM01002018.1",2,89736
"OLKM01002042.1",2,88342
"OLKM01002045.1",2,88127
"OLKM01002067.1",2,86796
"OLKM01002071.1",2,86571
"OLKM01002097.1",2,85465
"OLKM01002104.1",2,85246
"OLKM01002117.1",2,84269
"OLKM01002142.1",2,83193
"OLKM01002152.1",2,82776
"OLKM01002158.1",2,82553
"OLKM01002169.1",2,81902
"OLKM01002172.1",2,81734
"OLKM01002176.1",2,81069
"OLKM01002177.1",2,81050
"OLKM01002178.1",2,81036
"OLKM01002182.1",2,80715
"OLKM01002185.1",2,80656
"OLKM01002191.1",2,80257
"OLKM01002222.1",2,78673
"OLKM01002223.1",2,78608
"OLKM01002251.1",2,77174
"OLKM01002255.1",2,76859
"OLKM01002256.1",2,76728
"OLKM01002258.1",2,76664
"OLKM01002280.1",2,75770
"OLKM01002293.1",2,75276
"OLKM01002319.1",2,74317
"OLKM01002328.1",2,73949
"OLKM01002335.1",2,73661
"OLKM01002353.1",2,72886
"OLKM01002354.1",2,72881
"OLKM01002357.1",2,72687
"OLKM01002379.1",2,71587
"OLKM01002380.1",2,71574
"OLKM01002383.1",2,71369
"OLKM01002390.1",2,71074
"OLKM01002396.1",2,70884
"OLKM01002398.1",2,70820
"OLKM01002412.1",2,70313
"OLKM01002422.1",2,69884
"OLKM01002427.1",2,69649
"OLKM01002429.1",2,69570
"OLKM01002435.1",2,69373
"OLKM01002443.1",2,68828
"OLKM01002462.1",2,68174
"OLKM01002472.1",2,67668
"OLKM01002475.1",2,67439
"OLKM01002493.1",2,66771
"OLKM01002540.1",2,65019
"OLKM01002541.1",2,64968
"OLKM01002559.1",2,64221
"OLKM01002566.1",2,63720
"OLKM01002579.1",2,63170
"OLKM01002580.1",2,63147
"OLKM01002592.1",2,62172
"OLKM01002603.1",2,61864
"OLKM01002611.1",2,61636
"OLKM01002613.1",2,61564
"OLKM01002618.1",2,61338
"OLKM01002651.1",2,59724
"OLKM01002652.1",2,59708
"OLKM01002666.1",2,59124
"OLKM01002670.1",2,59014
"OLKM01002686.1",2,57961
"OLKM01002687.1",2,57955
