"scaffold","number_of_loci","Sequence.Length"
"OLKM01003659.1",3,32506
"OLKM01003682.1",3,32185
"OLKM01003686.1",3,32116
"OLKM01003701.1",3,31757
"OLKM01003721.1",3,31363
"OLKM01003747.1",3,30790
"OLKM01003764.1",3,30327
"OLKM01003781.1",3,30069
"OLKM01003787.1",3,29993
"OLKM01003806.1",3,29634
"OLKM01003826.1",3,29261
"OLKM01003833.1",3,29204
"OLKM01003861.1",3,28813
"OLKM01003863.1",3,28789
"OLKM01003865.1",3,28784
"OLKM01003878.1",3,28494
"OLKM01003888.1",3,28310
"OLKM01003889.1",3,28300
"OLKM01003891.1",3,28284
"OLKM01003900.1",3,28143
"OLKM01003903.1",3,28011
"OLKM01003907.1",3,27984
"OLKM01003930.1",3,27694
"OLKM01003932.1",3,27650
"OLKM01003933.1",3,27633
"OLKM01003934.1",3,27592
"OLKM01003935.1",3,27588
"OLKM01003942.1",3,27525
"OLKM01003952.1",3,27354
"OLKM01003954.1",3,27341
"OLKM01003958.1",3,27311
"OLKM01003963.1",3,27244
"OLKM01003980.1",3,26878
"OLKM01003982.1",3,26845
"OLKM01003989.1",3,26796
"OLKM01004005.1",3,26638
"OLKM01004013.1",3,26513
"OLKM01004016.1",3,26496
"OLKM01004034.1",3,26314
"OLKM01004047.1",3,26088
"OLKM01004051.1",3,26078
"OLKM01004057.1",3,25964
"OLKM01004073.1",3,25812
"OLKM01004085.1",3,25662
"OLKM01004110.1",3,25345
"OLKM01004117.1",3,25264
"OLKM01004151.1",3,24840
"OLKM01004152.1",3,24838
"OLKM01004160.1",3,24748
"OLKM01004161.1",3,24743
"OLKM01004168.1",3,24662
"OLKM01004177.1",3,24548
"OLKM01004200.1",3,24312
"OLKM01004205.1",3,24283
"OLKM01004228.1",3,24134
"OLKM01004269.1",3,23811
"OLKM01004282.1",3,23660
"OLKM01004318.1",3,23353
"OLKM01004319.1",3,23340
"OLKM01004321.1",3,23301
"OLKM01004342.1",3,23147
"OLKM01004358.1",3,23031
"OLKM01004369.1",3,22916
"OLKM01004373.1",3,22871
"OLKM01004397.1",3,22713
"OLKM01004409.1",3,22631
"OLKM01004430.1",3,22482
"OLKM01004446.1",3,22370
"OLKM01004519.1",3,21839
"OLKM01004570.1",3,21539
"OLKM01004576.1",3,21487
"OLKM01004621.1",3,21097
"OLKM01004624.1",3,21085
"OLKM01004631.1",3,21030
"OLKM01004632.1",3,21025
"OLKM01004641.1",3,20936
"OLKM01004682.1",3,20658
"OLKM01004704.1",3,20524
"OLKM01004708.1",3,20501
"OLKM01004746.1",3,20273
"OLKM01004777.1",3,20118
"OLKM01004782.1",3,20089
"OLKM01004803.1",3,19981
"OLKM01004826.1",3,19830
"OLKM01004829.1",3,19816
"OLKM01004835.1",3,19773
"OLKM01004849.1",3,19659
"OLKM01004852.1",3,19651
"OLKM01004857.1",3,19590
"OLKM01004873.1",3,19526
"OLKM01004876.1",3,19516
"OLKM01004934.1",3,19258
"OLKM01004958.1",3,19136
"OLKM01004966.1",3,19112
"OLKM01004968.1",3,19106
"OLKM01005002.1",3,18956
"OLKM01005012.1",3,18907
"OLKM01005031.1",3,18809
"OLKM01005033.1",3,18791
"OLKM01005039.1",3,18749
"OLKM01005042.1",3,18740
"OLKM01005048.1",3,18709
"OLKM01005049.1",3,18708
"OLKM01005054.1",3,18692
"OLKM01005096.1",3,18450
"OLKM01005118.1",3,18350
"OLKM01005122.1",3,18345
"OLKM01005152.1",3,18231
"OLKM01005154.1",3,18223
"OLKM01005206.1",3,18010
"OLKM01005216.1",3,17977
"OLKM01005231.1",3,17902
"OLKM01005244.1",3,17861
"OLKM01005255.1",3,17816
"OLKM01005268.1",3,17760
"OLKM01005331.1",3,17517
"OLKM01005375.1",3,17377
"OLKM01005380.1",3,17365
"OLKM01005387.1",3,17341
"OLKM01005390.1",3,17328
"OLKM01005394.1",3,17319
"OLKM01005404.1",3,17288
"OLKM01005451.1",3,17123
"OLKM01005480.1",3,17024
"OLKM01005484.1",3,17010
"OLKM01005511.1",3,16910
"OLKM01005552.1",3,16784
"OLKM01005586.1",3,16682
"OLKM01005615.1",3,16573
"OLKM01005617.1",3,16571
"OLKM01005618.1",3,16571
"OLKM01005631.1",3,16531
"OLKM01005635.1",3,16510
"OLKM01005639.1",3,16501
"OLKM01005647.1",3,16452
"OLKM01005687.1",3,16241
"OLKM01005693.1",3,16223
"OLKM01005710.1",3,16161
"OLKM01005740.1",3,16052
"OLKM01005751.1",3,16028
"OLKM01005768.1",3,15982
"OLKM01005774.1",3,15958
"OLKM01005800.1",3,15902
"OLKM01005812.1",3,15866
"OLKM01005817.1",3,15856
"OLKM01005828.1",3,15827
"OLKM01005835.1",3,15805
"OLKM01005846.1",3,15780
"OLKM01005858.1",3,15742
"OLKM01005868.1",3,15722
"OLKM01005907.1",3,15622
"OLKM01005911.1",3,15617
"OLKM01005929.1",3,15560
"OLKM01005936.1",3,15525
"OLKM01005942.1",3,15502
"OLKM01005966.1",3,15442
"OLKM01005971.1",3,15413
"OLKM01006021.1",3,15285
"OLKM01006023.1",3,15282
"OLKM01006036.1",3,15264
"OLKM01006058.1",3,15212
"OLKM01006093.1",3,15137
"OLKM01006095.1",3,15128
"OLKM01006134.1",3,15044
"OLKM01006137.1",3,15031
"OLKM01006205.1",3,14856
"OLKM01006285.1",3,14649
"OLKM01006311.1",3,14597
"OLKM01006353.1",3,14494
"OLKM01006385.1",3,14419
"OLKM01006397.1",3,14386
"OLKM01006447.1",3,14263
"OLKM01006448.1",3,14260
"OLKM01006505.1",3,14083
"OLKM01006553.1",3,13958
"OLKM01006558.1",3,13942
"OLKM01006640.1",3,13743
"OLKM01006653.1",3,13720
"OLKM01006668.1",3,13666
"OLKM01006697.1",3,13606
"OLKM01006708.1",3,13581
"OLKM01006723.1",3,13547
"OLKM01006728.1",3,13543
"OLKM01006748.1",3,13501
"OLKM01006771.1",3,13430
"OLKM01006807.1",3,13360
"OLKM01006816.1",3,13345
"OLKM01006840.1",3,13273
"OLKM01006846.1",3,13258
"OLKM01006853.1",3,13244
"OLKM01006860.1",3,13233
"OLKM01006881.1",3,13179
"OLKM01006900.1",3,13136
"OLKM01006912.1",3,13120
"OLKM01007001.1",3,12886
"OLKM01007014.1",3,12860
"OLKM01007018.1",3,12843
"OLKM01007057.1",3,12736
"OLKM01007105.1",3,12614
"OLKM01007118.1",3,12590
"OLKM01007136.1",3,12539
"OLKM01007155.1",3,12486
"OLKM01007156.1",3,12483
"OLKM01007164.1",3,12462
"OLKM01007172.1",3,12437
"OLKM01007174.1",3,12434
"OLKM01007177.1",3,12427
"OLKM01007196.1",3,12376
"OLKM01007199.1",3,12361
"OLKM01007209.1",3,12335
"OLKM01007225.1",3,12302
"OLKM01007240.1",3,12243
"OLKM01007251.1",3,12226
"OLKM01007291.1",3,12115
"OLKM01007292.1",3,12107
"OLKM01007298.1",3,12098
"OLKM01007299.1",3,12094
"OLKM01007309.1",3,12081
"OLKM01007327.1",3,12045
"OLKM01007333.1",3,12040
"OLKM01007334.1",3,12034
"OLKM01007344.1",3,12011
"OLKM01007350.1",3,12002
"OLKM01007351.1",3,12002
"OLKM01007365.1",3,11976
"OLKM01007376.1",3,11948
"OLKM01007384.1",3,11925
"OLKM01007394.1",3,11908
"OLKM01007429.1",3,11844
"OLKM01007437.1",3,11824
"OLKM01007461.1",3,11756
"OLKM01007496.1",3,11682
"OLKM01007515.1",3,11611
"OLKM01007519.1",3,11599
"OLKM01007521.1",3,11587
"OLKM01007540.1",3,11531
"OLKM01007542.1",3,11527
"OLKM01007554.1",3,11472
"OLKM01007580.1",3,11395
"OLKM01007581.1",3,11392
"OLKM01007635.1",3,11252
"OLKM01007643.1",3,11216
"OLKM01007645.1",3,11209
"OLKM01007659.1",3,11173
"OLKM01007662.1",3,11164
"OLKM01007668.1",3,11150
"OLKM01007674.1",3,11128
"OLKM01007742.1",3,10910
"OLKM01007771.1",3,10852
"OLKM01007783.1",3,10814
"OLKM01007787.1",3,10802
"OLKM01007822.1",3,10712
"OLKM01007829.1",3,10690
"OLKM01007843.1",3,10638
"OLKM01007844.1",3,10634
"OLKM01007856.1",3,10588
"OLKM01007871.1",3,10558
"OLKM01007913.1",3,10409
"OLKM01007915.1",3,10397
"OLKM01007933.1",3,10343
"OLKM01007934.1",3,10336
"OLKM01007943.1",3,10304
"OLKM01007948.1",3,10290
"OLKM01008004.1",3,10088
"OLKM01008087.1",3,9098
"OLKM01008098.1",3,8842
"OLKM01008118.1",3,8433
"OLKM01008156.1",3,7539
"OLKM01008207.1",3,5792
"OLKM01008274.1",3,4202
"OLKM01008375.1",3,2667
"OLKM01008420.1",3,1937
"OLKM01000543.1",2,281716
"OLKM01000553.1",2,279828
"OLKM01000555.1",2,279483
"OLKM01000564.1",2,277228
"OLKM01000583.1",2,269648
"OLKM01000588.1",2,267483
"OLKM01000593.1",2,265904
"OLKM01000617.1",2,257781
"OLKM01000730.1",2,233720
"OLKM01000794.1",2,221692
"OLKM01000819.1",2,217478
"OLKM01000829.1",2,216729
"OLKM01000863.1",2,211327
"OLKM01000931.1",2,199804
"OLKM01000989.1",2,189619
"OLKM01001033.1",2,182192
"OLKM01001055.1",2,178472
"OLKM01001095.1",2,173059
"OLKM01001123.1",2,169850
"OLKM01001140.1",2,167961
"OLKM01001145.1",2,167588
"OLKM01001239.1",2,156071
"OLKM01001264.1",2,152483
"OLKM01001268.1",2,151861
"OLKM01001298.1",2,149616
"OLKM01001310.1",2,148662
"OLKM01001340.1",2,145525
"OLKM01001374.1",2,141391
"OLKM01001397.1",2,139659
"OLKM01001398.1",2,139517
"OLKM01001420.1",2,137251
"OLKM01001433.1",2,136178
"OLKM01001447.1",2,134998
"OLKM01001460.1",2,133512
"OLKM01001473.1",2,132108
"OLKM01001494.1",2,130735
"OLKM01001515.1",2,127803
"OLKM01001529.1",2,126875
"OLKM01001530.1",2,126875
"OLKM01001541.1",2,124995
"OLKM01001554.1",2,123508
"OLKM01001583.1",2,120675
"OLKM01001603.1",2,119585
"OLKM01001604.1",2,119562
"OLKM01001628.1",2,117976
"OLKM01001657.1",2,115952
"OLKM01001666.1",2,115046
"OLKM01001702.1",2,112179
"OLKM01001711.1",2,111521
"OLKM01001721.1",2,110865
"OLKM01001730.1",2,110325
"OLKM01001748.1",2,108802
"OLKM01001756.1",2,107896
"OLKM01001774.1",2,106371
"OLKM01001780.1",2,106006
"OLKM01001781.1",2,105920
"OLKM01001804.1",2,104239
"OLKM01001806.1",2,104156
"OLKM01001808.1",2,103958
"OLKM01001813.1",2,103758
"OLKM01001831.1",2,102377
"OLKM01001833.1",2,102237
"OLKM01001834.1",2,102174
"OLKM01001849.1",2,101152
"OLKM01001861.1",2,100588
"OLKM01001872.1",2,99942
"OLKM01001889.1",2,98387
"OLKM01001895.1",2,97688
"OLKM01001901.1",2,97494
"OLKM01001910.1",2,96592
"OLKM01001925.1",2,95333
"OLKM01001941.1",2,94552
"OLKM01001952.1",2,93550
"OLKM01001953.1",2,93489
"OLKM01001957.1",2,93112
"OLKM01001963.1",2,92604
"OLKM01001966.1",2,92501
"OLKM01001979.1",2,91914
"OLKM01001988.1",2,91450
"OLKM01001994.1",2,91246
"OLKM01002001.1",2,90621
"OLKM01002003.1",2,90462
"OLKM01002015.1",2,89805
"OLKM01002029.1",2,88924
"OLKM01002031.1",2,88772
"OLKM01002037.1",2,88647
"OLKM01002053.1",2,87704
"OLKM01002066.1",2,86908
"OLKM01002067.1",2,86796
"OLKM01002084.1",2,85985
"OLKM01002091.1",2,85650
"OLKM01002094.1",2,85525
"OLKM01002106.1",2,85009
"OLKM01002142.1",2,83193
"OLKM01002158.1",2,82553
"OLKM01002163.1",2,82135
"OLKM01002170.1",2,81827
"OLKM01002172.1",2,81734
"OLKM01002176.1",2,81069
"OLKM01002177.1",2,81050
"OLKM01002191.1",2,80257
"OLKM01002205.1",2,79560
"OLKM01002215.1",2,79047
"OLKM01002218.1",2,78857
"OLKM01002219.1",2,78763
"OLKM01002238.1",2,77832
"OLKM01002243.1",2,77605
"OLKM01002244.1",2,77595
"OLKM01002251.1",2,77174
"OLKM01002255.1",2,76859
"OLKM01002258.1",2,76664
"OLKM01002269.1",2,76300
"OLKM01002274.1",2,76039
"OLKM01002276.1",2,75997
"OLKM01002316.1",2,74398
"OLKM01002327.1",2,74080
"OLKM01002328.1",2,73949
"OLKM01002330.1",2,73931
"OLKM01002337.1",2,73525
"OLKM01002338.1",2,73507
"OLKM01002339.1",2,73496
"OLKM01002340.1",2,73415
"OLKM01002343.1",2,73350
"OLKM01002348.1",2,73033
"OLKM01002350.1",2,72969
"OLKM01002377.1",2,71622
"OLKM01002379.1",2,71587
"OLKM01002380.1",2,71574
"OLKM01002387.1",2,71172
"OLKM01002388.1",2,71160
"OLKM01002404.1",2,70681
"OLKM01002410.1",2,70335
"OLKM01002433.1",2,69416
"OLKM01002441.1",2,68876
"OLKM01002443.1",2,68828
"OLKM01002454.1",2,68401
"OLKM01002456.1",2,68274
"OLKM01002462.1",2,68174
"OLKM01002474.1",2,67445
"OLKM01002479.1",2,67165
"OLKM01002514.1",2,65819
"OLKM01002520.1",2,65511
"OLKM01002533.1",2,65099
"OLKM01002541.1",2,64968
"OLKM01002546.1",2,64724
"OLKM01002550.1",2,64484
"OLKM01002551.1",2,64465
"OLKM01002565.1",2,63739
"OLKM01002567.1",2,63705
"OLKM01002573.1",2,63475
"OLKM01002575.1",2,63446
"OLKM01002581.1",2,63106
"OLKM01002582.1",2,62907
"OLKM01002588.1",2,62591
"OLKM01002597.1",2,62075
"OLKM01002599.1",2,62012
"OLKM01002601.1",2,61929
"OLKM01002610.1",2,61733
"OLKM01002616.1",2,61407
"OLKM01002617.1",2,61390
"OLKM01002618.1",2,61338
"OLKM01002629.1",2,60844
"OLKM01002632.1",2,60730
"OLKM01002638.1",2,60424
"OLKM01002642.1",2,60278
"OLKM01002646.1",2,60043
"OLKM01002651.1",2,59724
"OLKM01002653.1",2,59690
"OLKM01002660.1",2,59326
"OLKM01002674.1",2,58610
"OLKM01002679.1",2,58380
"OLKM01002680.1",2,58297
"OLKM01002701.1",2,57560
"OLKM01002703.1",2,57478
"OLKM01002707.1",2,57309
"OLKM01002710.1",2,57218
"OLKM01002713.1",2,57089
"OLKM01002725.1",2,56726
"OLKM01002737.1",2,56371
"OLKM01002750.1",2,55985
"OLKM01002757.1",2,55788
"OLKM01002759.1",2,55672
"OLKM01002763.1",2,55570
"OLKM01002766.1",2,55394
"OLKM01002767.1",2,55361
"OLKM01002771.1",2,55234
"OLKM01002773.1",2,55206
"OLKM01002790.1",2,54673
"OLKM01002799.1",2,54439
"OLKM01002817.1",2,53662
"OLKM01002818.1",2,53627
"OLKM01002833.1",2,53113
"OLKM01002848.1",2,52438
"OLKM01002855.1",2,52116
"OLKM01002877.1",2,51448
"OLKM01002884.1",2,51304
"OLKM01002886.1",2,51277
"OLKM01002889.1",2,51123
"OLKM01002902.1",2,50624
"OLKM01002913.1",2,50324
"OLKM01002917.1",2,50158
"OLKM01002918.1",2,50007
"OLKM01002920.1",2,49968
"OLKM01002921.1",2,49940
"OLKM01002928.1",2,49745
"OLKM01002939.1",2,49335
"OLKM01002940.1",2,49235
"OLKM01002949.1",2,48845
"OLKM01002970.1",2,47909
"OLKM01002986.1",2,47489
"OLKM01002988.1",2,47472
"OLKM01002991.1",2,47448
"OLKM01002998.1",2,47320
"OLKM01003007.1",2,47128
"OLKM01003013.1",2,46965
"OLKM01003017.1",2,46701
"OLKM01003028.1",2,46425
"OLKM01003034.1",2,46301
"OLKM01003044.1",2,45999
"OLKM01003048.1",2,45869
"OLKM01003053.1",2,45614
"OLKM01003057.1",2,45503
"OLKM01003072.1",2,45051
"OLKM01003082.1",2,44616
"OLKM01003085.1",2,44560
"OLKM01003088.1",2,44462
"OLKM01003094.1",2,44329
"OLKM01003101.1",2,44160
"OLKM01003107.1",2,43906
"OLKM01003121.1",2,43540
"OLKM01003134.1",2,43114
"OLKM01003139.1",2,42995
"OLKM01003152.1",2,42720
"OLKM01003155.1",2,42701
"OLKM01003157.1",2,42692
"OLKM01003158.1",2,42682
"OLKM01003165.1",2,42452
"OLKM01003187.1",2,42015
"OLKM01003190.1",2,41854
"OLKM01003202.1",2,41467
"OLKM01003210.1",2,41244
"OLKM01003215.1",2,41048
"OLKM01003216.1",2,41038
"OLKM01003219.1",2,41032
"OLKM01003222.1",2,40951
"OLKM01003235.1",2,40727
"OLKM01003254.1",2,40040
"OLKM01003263.1",2,39938
"OLKM01003272.1",2,39735
"OLKM01003274.1",2,39725
"OLKM01003278.1",2,39645
"OLKM01003285.1",2,39488
"OLKM01003289.1",2,39447
"OLKM01003291.1",2,39364
"OLKM01003299.1",2,39228
"OLKM01003300.1",2,39179
"OLKM01003302.1",2,39157
"OLKM01003307.1",2,39073
"OLKM01003309.1",2,39043
"OLKM01003324.1",2,38674
"OLKM01003334.1",2,38576
"OLKM01003338.1",2,38431
"OLKM01003339.1",2,38421
"OLKM01003342.1",2,38385
"OLKM01003351.1",2,38282
"OLKM01003357.1",2,38049
"OLKM01003361.1",2,38013
"OLKM01003365.1",2,37897
"OLKM01003372.1",2,37742
"OLKM01003374.1",2,37711
"OLKM01003378.1",2,37636
"OLKM01003390.1",2,37422
"OLKM01003397.1",2,37270
"OLKM01003412.1",2,36992
"OLKM01003416.1",2,36958
"OLKM01003419.1",2,36834
"OLKM01003424.1",2,36698
"OLKM01003429.1",2,36661
"OLKM01003440.1",2,36471
"OLKM01003448.1",2,36291
"OLKM01003458.1",2,36152
"OLKM01003473.1",2,35738
"OLKM01003480.1",2,35608
"OLKM01003486.1",2,35469
"OLKM01003494.1",2,35250
"OLKM01003505.1",2,35078
"OLKM01003512.1",2,34973
"OLKM01003527.1",2,34674
"OLKM01003530.1",2,34640
"OLKM01003532.1",2,34640
"OLKM01003538.1",2,34388
"OLKM01003541.1",2,34312
"OLKM01003543.1",2,34273
"OLKM01003547.1",2,34253
"OLKM01003554.1",2,34127
"OLKM01003555.1",2,34123
"OLKM01003571.1",2,33888
"OLKM01003575.1",2,33802
"OLKM01003577.1",2,33769
"OLKM01003586.1",2,33633
"OLKM01003587.1",2,33631
"OLKM01003590.1",2,33565
"OLKM01003597.1",2,33499
"OLKM01003598.1",2,33489
"OLKM01003599.1",2,33475
"OLKM01003605.1",2,33311
"OLKM01003609.1",2,33284
"OLKM01003618.1",2,33166
"OLKM01003619.1",2,33155
"OLKM01003621.1",2,33096
"OLKM01003648.1",2,32695
"OLKM01003649.1",2,32673
"OLKM01003650.1",2,32662
"OLKM01003661.1",2,32468
"OLKM01003667.1",2,32388
"OLKM01003673.1",2,32310
"OLKM01003680.1",2,32226
"OLKM01003693.1",2,31885
"OLKM01003694.1",2,31869
"OLKM01003695.1",2,31850
"OLKM01003697.1",2,31837
"OLKM01003699.1",2,31805
"OLKM01003708.1",2,31647
"OLKM01003711.1",2,31599
"OLKM01003719.1",2,31407
"OLKM01003734.1",2,31108
"OLKM01003737.1",2,31054
"OLKM01003740.1",2,31020
"OLKM01003741.1",2,30989
"OLKM01003744.1",2,30864
"OLKM01003751.1",2,30662
"OLKM01003756.1",2,30513
"OLKM01003776.1",2,30153
"OLKM01003780.1",2,30074
"OLKM01003788.1",2,29954
"OLKM01003789.1",2,29950
"OLKM01003791.1",2,29910
"OLKM01003797.1",2,29819
"OLKM01003801.1",2,29756
"OLKM01003803.1",2,29663
"OLKM01003807.1",2,29626
"OLKM01003810.1",2,29578
"OLKM01003819.1",2,29393
"OLKM01003824.1",2,29284
"OLKM01003834.1",2,29138
"OLKM01003838.1",2,29074
"OLKM01003849.1",2,28927
"OLKM01003857.1",2,28840
"OLKM01003858.1",2,28836
"OLKM01003866.1",2,28779
"OLKM01003883.1",2,28395
"OLKM01003893.1",2,28259
"OLKM01003894.1",2,28248
"OLKM01003898.1",2,28202
"OLKM01003902.1",2,28129
"OLKM01003914.1",2,27899
"OLKM01003920.1",2,27799
"OLKM01003922.1",2,27777
"OLKM01003941.1",2,27532
"OLKM01003953.1",2,27354
"OLKM01003967.1",2,27138
"OLKM01003986.1",2,26806
"OLKM01003997.1",2,26706
"OLKM01003998.1",2,26694
"OLKM01003999.1",2,26686
"OLKM01004012.1",2,26539
"OLKM01004014.1",2,26510
"OLKM01004037.1",2,26271
"OLKM01004039.1",2,26261
"OLKM01004043.1",2,26145
"OLKM01004046.1",2,26107
"OLKM01004056.1",2,25975
"OLKM01004062.1",2,25922
"OLKM01004066.1",2,25884
"OLKM01004101.1",2,25454
"OLKM01004123.1",2,25214
"OLKM01004127.1",2,25122
"OLKM01004133.1",2,25046
"OLKM01004139.1",2,24969
"OLKM01004141.1",2,24965
"OLKM01004142.1",2,24945
"OLKM01004146.1",2,24896
"OLKM01004158.1",2,24775
"OLKM01004159.1",2,24764
"OLKM01004169.1",2,24646
"OLKM01004170.1",2,24638
"OLKM01004174.1",2,24595
"OLKM01004179.1",2,24486
"OLKM01004186.1",2,24451
"OLKM01004191.1",2,24382
"OLKM01004192.1",2,24374
"OLKM01004238.1",2,24054
"OLKM01004242.1",2,24007
"OLKM01004279.1",2,23677
"OLKM01004287.1",2,23644
"OLKM01004289.1",2,23634
"OLKM01004293.1",2,23597
"OLKM01004302.1",2,23537
"OLKM01004340.1",2,23158
"OLKM01004401.1",2,22689
"OLKM01004414.1",2,22603
"OLKM01004439.1",2,22420
"OLKM01004477.1",2,22138
"OLKM01004478.1",2,22122
"OLKM01004493.1",2,21995
"OLKM01004499.1",2,21961
"OLKM01004502.1",2,21932
"OLKM01004506.1",2,21902
"OLKM01004512.1",2,21877
"OLKM01004513.1",2,21869
"OLKM01004518.1",2,21844
"OLKM01004522.1",2,21812
"OLKM01004534.1",2,21731
"OLKM01004547.1",2,21642
"OLKM01004548.1",2,21637
"OLKM01004553.1",2,21625
"OLKM01004554.1",2,21621
"OLKM01004561.1",2,21587
"OLKM01004567.1",2,21549
"OLKM01004568.1",2,21546
"OLKM01004569.1",2,21546
"OLKM01004575.1",2,21491
"OLKM01004582.1",2,21421
"OLKM01004589.1",2,21357
"OLKM01004596.1",2,21318
"OLKM01004597.1",2,21310
"OLKM01004629.1",2,21038
"OLKM01004639.1",2,20939
"OLKM01004655.1",2,20822
"OLKM01004660.1",2,20794
"OLKM01004663.1",2,20774
"OLKM01004667.1",2,20756
"OLKM01004677.1",2,20683
"OLKM01004702.1",2,20526
"OLKM01004709.1",2,20492
"OLKM01004721.1",2,20428
"OLKM01004727.1",2,20366
"OLKM01004730.1",2,20356
"OLKM01004741.1",2,20286
"OLKM01004751.1",2,20247
"OLKM01004795.1",2,20023
"OLKM01004817.1",2,19875
"OLKM01004818.1",2,19874
"OLKM01004825.1",2,19834
"OLKM01004843.1",2,19720
"OLKM01004846.1",2,19700
"OLKM01004858.1",2,19588
"OLKM01004863.1",2,19572
"OLKM01004878.1",2,19476
"OLKM01004884.1",2,19455
"OLKM01004890.1",2,19443
"OLKM01004891.1",2,19440
"OLKM01004936.1",2,19254
"OLKM01004984.1",2,19029
"OLKM01004988.1",2,19013
"OLKM01005006.1",2,18928
"OLKM01005027.1",2,18838
"OLKM01005041.1",2,18743
"OLKM01005052.1",2,18700
"OLKM01005079.1",2,18562
"OLKM01005081.1",2,18555
"OLKM01005101.1",2,18428
"OLKM01005116.1",2,18352
"OLKM01005123.1",2,18326
"OLKM01005165.1",2,18185
"OLKM01005172.1",2,18154
"OLKM01005184.1",2,18101
"OLKM01005194.1",2,18084
"OLKM01005200.1",2,18044
"OLKM01005211.1",2,17986
"OLKM01005227.1",2,17920
"OLKM01005237.1",2,17883
"OLKM01005238.1",2,17879
"OLKM01005261.1",2,17785
"OLKM01005287.1",2,17690
"OLKM01005295.1",2,17662
"OLKM01005298.1",2,17653
"OLKM01005306.1",2,17613
"OLKM01005332.1",2,17515
"OLKM01005356.1",2,17438
"OLKM01005358.1",2,17429
"OLKM01005388.1",2,17335
"OLKM01005396.1",2,17316
"OLKM01005403.1",2,17295
"OLKM01005414.1",2,17253
"OLKM01005429.1",2,17196
"OLKM01005438.1",2,17159
"OLKM01005442.1",2,17150
"OLKM01005449.1",2,17128
"OLKM01005462.1",2,17063
"OLKM01005468.1",2,17052
"OLKM01005487.1",2,17000
"OLKM01005491.1",2,16984
"OLKM01005506.1",2,16922
"OLKM01005519.1",2,16892
"OLKM01005535.1",2,16836
"OLKM01005538.1",2,16831
"OLKM01005546.1",2,16801
"OLKM01005551.1",2,16784
"OLKM01005567.1",2,16752
"OLKM01005571.1",2,16746
"OLKM01005584.1",2,16690
"OLKM01005585.1",2,16687
"OLKM01005587.1",2,16672
"OLKM01005606.1",2,16603
"OLKM01005609.1",2,16588
"OLKM01005611.1",2,16583
"OLKM01005612.1",2,16581
"OLKM01005613.1",2,16576
"OLKM01005626.1",2,16547
"OLKM01005628.1",2,16546
"OLKM01005644.1",2,16465
"OLKM01005646.1",2,16453
"OLKM01005657.1",2,16407
"OLKM01005676.1",2,16311
"OLKM01005684.1",2,16266
"OLKM01005685.1",2,16259
"OLKM01005701.1",2,16177
"OLKM01005703.1",2,16173
"OLKM01005712.1",2,16157
"OLKM01005713.1",2,16156
"OLKM01005720.1",2,16122
"OLKM01005725.1",2,16108
"OLKM01005761.1",2,16003
"OLKM01005772.1",2,15966
"OLKM01005781.1",2,15932
"OLKM01005785.1",2,15928
"OLKM01005794.1",2,15912
"OLKM01005795.1",2,15911
"OLKM01005796.1",2,15910
"OLKM01005811.1",2,15870
"OLKM01005818.1",2,15845
"OLKM01005820.1",2,15844
"OLKM01005862.1",2,15739
"OLKM01005863.1",2,15734
"OLKM01005882.1",2,15678
"OLKM01005896.1",2,15639
"OLKM01005956.1",2,15476
"OLKM01005961.1",2,15461
"OLKM01005979.1",2,15399
"OLKM01005986.1",2,15381
"OLKM01005989.1",2,15375
"OLKM01005992.1",2,15365
"OLKM01006027.1",2,15277
"OLKM01006030.1",2,15270
"OLKM01006040.1",2,15256
"OLKM01006042.1",2,15252
"OLKM01006043.1",2,15245
"OLKM01006054.1",2,15221
"OLKM01006067.1",2,15185
"OLKM01006075.1",2,15170
"OLKM01006079.1",2,15164
"OLKM01006101.1",2,15110
"OLKM01006105.1",2,15106
"OLKM01006115.1",2,15086
"OLKM01006118.1",2,15079
"OLKM01006126.1",2,15055
"OLKM01006136.1",2,15034
"OLKM01006153.1",2,14993
"OLKM01006156.1",2,14988
"OLKM01006173.1",2,14943
"OLKM01006197.1",2,14881
"OLKM01006206.1",2,14847
"OLKM01006207.1",2,14847
"OLKM01006210.1",2,14838
"OLKM01006214.1",2,14830
"OLKM01006217.1",2,14824
"OLKM01006249.1",2,14740
"OLKM01006265.1",2,14690
"OLKM01006274.1",2,14667
"OLKM01006283.1",2,14652
"OLKM01006296.1",2,14629
"OLKM01006299.1",2,14625
"OLKM01006332.1",2,14541
"OLKM01006348.1",2,14503
"OLKM01006368.1",2,14457
"OLKM01006398.1",2,14380
"OLKM01006402.1",2,14371
"OLKM01006409.1",2,14357
"OLKM01006425.1",2,14314
"OLKM01006438.1",2,14281
"OLKM01006439.1",2,14281
"OLKM01006456.1",2,14225
"OLKM01006469.1",2,14172
"OLKM01006474.1",2,14162
"OLKM01006476.1",2,14161
"OLKM01006493.1",2,14124
"OLKM01006515.1",2,14059
"OLKM01006519.1",2,14048
"OLKM01006525.1",2,14033
"OLKM01006529.1",2,14023
"OLKM01006538.1",2,13997
"OLKM01006557.1",2,13943
"OLKM01006596.1",2,13863
"OLKM01006603.1",2,13848
"OLKM01006611.1",2,13830
"OLKM01006617.1",2,13818
"OLKM01006621.1",2,13812
"OLKM01006630.1",2,13781
"OLKM01006641.1",2,13741
"OLKM01006656.1",2,13696
