"","Loc","feature_type"
"1","ENA|OLKM01000002|OLKM01000002.1 1260215","Intron"
"427","ENA|OLKM01000655|OLKM01000655.1 156410","Other"
"428","ENA|OLKM01000655|OLKM01000655.1 158891","Other"
"429","ENA|OLKM01000655|OLKM01000655.1 175508","Other"
"430","ENA|OLKM01000655|OLKM01000655.1 206667","Intron"
"431","ENA|OLKM01000660|OLKM01000660.1 68527","Intron"
"432","ENA|OLKM01000661|OLKM01000661.1 89652","Intron"
"433","ENA|OLKM01000663|OLKM01000663.1 210130","CDS"
"434","ENA|OLKM01000672|OLKM01000672.1 54398","Intron"
"435","ENA|OLKM01000672|OLKM01000672.1 54435","CDS"
"436","ENA|OLKM01000672|OLKM01000672.1 54446","CDS"
"437","ENA|OLKM01000676|OLKM01000676.1 51427","Intron"
"438","ENA|OLKM01000680|OLKM01000680.1 208348","CDS"
"439","ENA|OLKM01000685|OLKM01000685.1 66168","CDS"
"440","ENA|OLKM01000687|OLKM01000687.1 240240","Other"
"441","ENA|OLKM01000687|OLKM01000687.1 240251","Other"
"442","ENA|OLKM01000687|OLKM01000687.1 240260","Other"
"443","ENA|OLKM01000687|OLKM01000687.1 240331","Other"
"444","ENA|OLKM01000687|OLKM01000687.1 240361","Other"
"445","ENA|OLKM01000694|OLKM01000694.1 5184","Intron"
"446","ENA|OLKM01000699|OLKM01000699.1 45416","Other"
"447","ENA|OLKM01000699|OLKM01000699.1 163480","Intron"
"448","ENA|OLKM01000699|OLKM01000699.1 163716","Intron"
"449","ENA|OLKM01000699|OLKM01000699.1 188021","Intron"
"450","ENA|OLKM01000700|OLKM01000700.1 130241","Other"
"451","ENA|OLKM01000703|OLKM01000703.1 7569","Other"
"452","ENA|OLKM01000705|OLKM01000705.1 58617","Intron"
"453","ENA|OLKM01000706|OLKM01000706.1 202501","Intron"
"454","ENA|OLKM01000707|OLKM01000707.1 79563","Other"
"455","ENA|OLKM01000710|OLKM01000710.1 8355","Other"
"456","ENA|OLKM01000711|OLKM01000711.1 52622","Promoter"
"457","ENA|OLKM01000713|OLKM01000713.1 226910","Other"
"458","ENA|OLKM01000713|OLKM01000713.1 227340","Other"
"459","ENA|OLKM01000713|OLKM01000713.1 228668","Other"
"460","ENA|OLKM01000713|OLKM01000713.1 228811","Other"
"461","ENA|OLKM01000716|OLKM01000716.1 198979","Other"
"462","ENA|OLKM01000719|OLKM01000719.1 613","CDS"
"463","ENA|OLKM01000719|OLKM01000719.1 698","CDS"
"464","ENA|OLKM01000719|OLKM01000719.1 898","CDS"
"465","ENA|OLKM01000719|OLKM01000719.1 1138","CDS"
"466","ENA|OLKM01000719|OLKM01000719.1 1457","CDS"
"467","ENA|OLKM01000719|OLKM01000719.1 1706","CDS"
"468","ENA|OLKM01000719|OLKM01000719.1 2200","Promoter"
"469","ENA|OLKM01000719|OLKM01000719.1 2770","CDS"
"470","ENA|OLKM01000719|OLKM01000719.1 3320","Intron"
"471","ENA|OLKM01000719|OLKM01000719.1 3422","CDS"
"472","ENA|OLKM01000720|OLKM01000720.1 149551","CDS"
"473","ENA|OLKM01000724|OLKM01000724.1 7392","Other"
"474","ENA|OLKM01000724|OLKM01000724.1 8411","Other"
"475","ENA|OLKM01000724|OLKM01000724.1 80927","Promoter"
"476","ENA|OLKM01000731|OLKM01000731.1 227277","Other"
"477","ENA|OLKM01000734|OLKM01000734.1 224451","Intron"
"478","ENA|OLKM01000735|OLKM01000735.1 208094","Other"
"479","ENA|OLKM01000735|OLKM01000735.1 215879","Other"
"480","ENA|OLKM01000735|OLKM01000735.1 227658","Other"
"481","ENA|OLKM01000735|OLKM01000735.1 228093","Other"
"482","ENA|OLKM01000735|OLKM01000735.1 232185","Other"
"483","ENA|OLKM01000737|OLKM01000737.1 10990","Intron"
"484","ENA|OLKM01000739|OLKM01000739.1 155407","Intron"
"485","ENA|OLKM01000739|OLKM01000739.1 156117","Intron"
"486","ENA|OLKM01000739|OLKM01000739.1 156807","Intron"
"487","ENA|OLKM01000740|OLKM01000740.1 34230","Other"
"488","ENA|OLKM01000741|OLKM01000741.1 128866","Intron"
"489","ENA|OLKM01000745|OLKM01000745.1 96545","Intron"
"490","ENA|OLKM01000746|OLKM01000746.1 66903","Other"
"491","ENA|OLKM01000746|OLKM01000746.1 190914","Other"
"492","ENA|OLKM01000751|OLKM01000751.1 192097","CDS"
"493","ENA|OLKM01000751|OLKM01000751.1 192113","CDS"
"494","ENA|OLKM01000758|OLKM01000758.1 120963","CDS"
"495","ENA|OLKM01000758|OLKM01000758.1 216626","Other"
"496","ENA|OLKM01000760|OLKM01000760.1 148660","Intron"
"497","ENA|OLKM01000770|OLKM01000770.1 218255","Other"
"498","ENA|OLKM01000774|OLKM01000774.1 191204","Other"
"499","ENA|OLKM01000775|OLKM01000775.1 145416","Intron"
"500","ENA|OLKM01000775|OLKM01000775.1 145832","Intron"
"501","ENA|OLKM01000775|OLKM01000775.1 145889","Intron"
"502","ENA|OLKM01000775|OLKM01000775.1 146196","Intron"
"503","ENA|OLKM01000775|OLKM01000775.1 147113","CDS"
"504","ENA|OLKM01000777|OLKM01000777.1 217102","Promoter"
"505","ENA|OLKM01000781|OLKM01000781.1 188814","Other"
"506","ENA|OLKM01000781|OLKM01000781.1 192241","Other"
"507","ENA|OLKM01000782|OLKM01000782.1 186080","Intron"
"508","ENA|OLKM01000784|OLKM01000784.1 174795","UTR3"
"509","ENA|OLKM01000784|OLKM01000784.1 190440","Other"
"510","ENA|OLKM01000789|OLKM01000789.1 30358","Promoter"
"511","ENA|OLKM01000789|OLKM01000789.1 111582","CDS"
"512","ENA|OLKM01000796|OLKM01000796.1 80892","Other"
"513","ENA|OLKM01000796|OLKM01000796.1 80942","Other"
"514","ENA|OLKM01000803|OLKM01000803.1 151609","CDS"
"515","ENA|OLKM01000806|OLKM01000806.1 10787","Other"
"516","ENA|OLKM01000806|OLKM01000806.1 11733","Promoter"
"517","ENA|OLKM01000806|OLKM01000806.1 23998","Other"
"518","ENA|OLKM01000812|OLKM01000812.1 70627","Intron"
"519","ENA|OLKM01000812|OLKM01000812.1 70667","Intron"
"520","ENA|OLKM01000812|OLKM01000812.1 133505","Other"
"521","ENA|OLKM01000815|OLKM01000815.1 3045","Other"
"522","ENA|OLKM01000816|OLKM01000816.1 131594","Intron"
"523","ENA|OLKM01000816|OLKM01000816.1 132332","Intron"
"524","ENA|OLKM01000816|OLKM01000816.1 132356","Intron"
"525","ENA|OLKM01000816|OLKM01000816.1 132570","Intron"
"526","ENA|OLKM01000816|OLKM01000816.1 214067","Other"
"527","ENA|OLKM01000816|OLKM01000816.1 215245","Other"
"528","ENA|OLKM01000816|OLKM01000816.1 215385","Other"
"529","ENA|OLKM01000818|OLKM01000818.1 104169","Intron"
"530","ENA|OLKM01000820|OLKM01000820.1 215195","Other"
"531","ENA|OLKM01000820|OLKM01000820.1 215232","Other"
"532","ENA|OLKM01000820|OLKM01000820.1 216187","Other"
"533","ENA|OLKM01000820|OLKM01000820.1 216323","Other"
"534","ENA|OLKM01000820|OLKM01000820.1 216527","Other"
"535","ENA|OLKM01000822|OLKM01000822.1 213717","Other"
"536","ENA|OLKM01000836|OLKM01000836.1 93141","Intron"
"537","ENA|OLKM01000837|OLKM01000837.1 13692","Other"
"538","ENA|OLKM01000842|OLKM01000842.1 57859","Other"
"539","ENA|OLKM01000846|OLKM01000846.1 48397","Intron"
"540","ENA|OLKM01000846|OLKM01000846.1 62336","Intron"
"541","ENA|OLKM01000850|OLKM01000850.1 86839","Other"
"542","ENA|OLKM01000850|OLKM01000850.1 91454","Other"
"543","ENA|OLKM01000850|OLKM01000850.1 94435","CDS"
"544","ENA|OLKM01000850|OLKM01000850.1 94445","CDS"
"545","ENA|OLKM01000850|OLKM01000850.1 94484","Intron"
"546","ENA|OLKM01000850|OLKM01000850.1 94734","Intron"
"547","ENA|OLKM01000850|OLKM01000850.1 95441","Intron"
"548","ENA|OLKM01000850|OLKM01000850.1 95452","Intron"
"549","ENA|OLKM01000850|OLKM01000850.1 106084","Intron"
"550","ENA|OLKM01000857|OLKM01000857.1 6016","Other"
"551","ENA|OLKM01000857|OLKM01000857.1 6118","Other"
"552","ENA|OLKM01000857|OLKM01000857.1 6858","Other"
"553","ENA|OLKM01000857|OLKM01000857.1 7994","Other"
"554","ENA|OLKM01000861|OLKM01000861.1 136421","Intron"
"555","ENA|OLKM01000877|OLKM01000877.1 146003","Intron"
"556","ENA|OLKM01000883|OLKM01000883.1 193554","Other"
"557","ENA|OLKM01000885|OLKM01000885.1 3311","Other"
"558","ENA|OLKM01000885|OLKM01000885.1 3930","Other"
"559","ENA|OLKM01000885|OLKM01000885.1 32819","Intron"
"560","ENA|OLKM01000885|OLKM01000885.1 33654","Intron"
"561","ENA|OLKM01000892|OLKM01000892.1 123279","CDS"
"562","ENA|OLKM01000894|OLKM01000894.1 20207","Intron"
"563","ENA|OLKM01000895|OLKM01000895.1 28614","Intron"
"564","ENA|OLKM01000896|OLKM01000896.1 201060","UTR5"
"565","ENA|OLKM01000901|OLKM01000901.1 203184","Intron"
"566","ENA|OLKM01000901|OLKM01000901.1 203448","Intron"
"567","ENA|OLKM01000901|OLKM01000901.1 203457","Intron"
"568","ENA|OLKM01000901|OLKM01000901.1 204229","CDS"
"569","ENA|OLKM01000901|OLKM01000901.1 204276","CDS"
"570","ENA|OLKM01000901|OLKM01000901.1 204329","CDS"
"571","ENA|OLKM01000908|OLKM01000908.1 185959","Other"
"572","ENA|OLKM01000912|OLKM01000912.1 190145","Intron"
"573","ENA|OLKM01000914|OLKM01000914.1 1990","CDS"
"574","ENA|OLKM01000914|OLKM01000914.1 2314","Intron"
"575","ENA|OLKM01000914|OLKM01000914.1 2353","CDS"
"576","ENA|OLKM01000914|OLKM01000914.1 2569","CDS"
"577","ENA|OLKM01000914|OLKM01000914.1 3168","Other"
"578","ENA|OLKM01000914|OLKM01000914.1 3441","CDS"
"579","ENA|OLKM01000914|OLKM01000914.1 3459","CDS"
"580","ENA|OLKM01000914|OLKM01000914.1 3463","CDS"
"581","ENA|OLKM01000914|OLKM01000914.1 3501","CDS"
"582","ENA|OLKM01000914|OLKM01000914.1 3856","Intron"
"583","ENA|OLKM01000914|OLKM01000914.1 3883","Intron"
"584","ENA|OLKM01000914|OLKM01000914.1 4033","Intron"
"585","ENA|OLKM01000914|OLKM01000914.1 4138","Intron"
"586","ENA|OLKM01000918|OLKM01000918.1 7427","Other"
"587","ENA|OLKM01000920|OLKM01000920.1 159240","Intron"
"588","ENA|OLKM01000923|OLKM01000923.1 167927","CDS"
"589","ENA|OLKM01000923|OLKM01000923.1 173173","Other"
"590","ENA|OLKM01000923|OLKM01000923.1 195254","Terminator"
"591","ENA|OLKM01000926|OLKM01000926.1 195940","Other"
"592","ENA|OLKM01000927|OLKM01000927.1 2248","Other"
"593","ENA|OLKM01000928|OLKM01000928.1 22621","Intron"
"594","ENA|OLKM01000928|OLKM01000928.1 24673","Intron"
"595","ENA|OLKM01000937|OLKM01000937.1 191539","Other"
"596","ENA|OLKM01000942|OLKM01000942.1 8732","Intron"
"597","ENA|OLKM01000942|OLKM01000942.1 8922","CDS"
"598","ENA|OLKM01000943|OLKM01000943.1 48935","Intron"
"599","ENA|OLKM01000946|OLKM01000946.1 88917","Intron"
"600","ENA|OLKM01000950|OLKM01000950.1 4224","Intron"
"601","ENA|OLKM01000950|OLKM01000950.1 4269","Intron"
"602","ENA|OLKM01000954|OLKM01000954.1 26149","Intron"
"603","ENA|OLKM01000956|OLKM01000956.1 8723","Intron"
"604","ENA|OLKM01000961|OLKM01000961.1 27945","Intron"
"605","ENA|OLKM01000961|OLKM01000961.1 100563","Intron"
"606","ENA|OLKM01000961|OLKM01000961.1 118899","Intron"
"607","ENA|OLKM01000963|OLKM01000963.1 79395","Intron"
"608","ENA|OLKM01000963|OLKM01000963.1 79429","CDS"
"609","ENA|OLKM01000967|OLKM01000967.1 102607","CDS"
"610","ENA|OLKM01000968|OLKM01000968.1 28661","Intron"
"611","ENA|OLKM01000968|OLKM01000968.1 187720","Promoter"
"612","ENA|OLKM01000968|OLKM01000968.1 187732","Promoter"
"613","ENA|OLKM01000969|OLKM01000969.1 103969","Intron"
"614","ENA|OLKM01000976|OLKM01000976.1 138150","UTR3"
"615","ENA|OLKM01000979|OLKM01000979.1 99968","Intron"
"616","ENA|OLKM01000994|OLKM01000994.1 176701","Intron"
"617","ENA|OLKM01001005|OLKM01001005.1 183417","CDS"
"618","ENA|OLKM01001007|OLKM01001007.1 37686","Intron"
"619","ENA|OLKM01001010|OLKM01001010.1 91498","Intron"
"620","ENA|OLKM01001011|OLKM01001011.1 150653","Intron"
"621","ENA|OLKM01001011|OLKM01001011.1 150721","Intron"
"622","ENA|OLKM01001011|OLKM01001011.1 150732","Intron"
"623","ENA|OLKM01001011|OLKM01001011.1 150774","Intron"
"624","ENA|OLKM01001011|OLKM01001011.1 150825","Intron"
"625","ENA|OLKM01001011|OLKM01001011.1 150861","Intron"
"626","ENA|OLKM01001011|OLKM01001011.1 150886","Intron"
"627","ENA|OLKM01001011|OLKM01001011.1 152355","Intron"
"628","ENA|OLKM01001018|OLKM01001018.1 97311","Intron"
"629","ENA|OLKM01001020|OLKM01001020.1 146902","Intron"
"630","ENA|OLKM01001020|OLKM01001020.1 151488","Intron"
"631","ENA|OLKM01001020|OLKM01001020.1 154787","Intron"
"632","ENA|OLKM01001021|OLKM01001021.1 103985","Other"
"633","ENA|OLKM01001022|OLKM01001022.1 128697","Intron"
"634","ENA|OLKM01001024|OLKM01001024.1 17922","Intron"
"635","ENA|OLKM01001024|OLKM01001024.1 17967","Intron"
"636","ENA|OLKM01001026|OLKM01001026.1 166596","Other"
"637","ENA|OLKM01001026|OLKM01001026.1 166692","Other"
"638","ENA|OLKM01001026|OLKM01001026.1 166907","Other"
"639","ENA|OLKM01001026|OLKM01001026.1 166947","Other"
"640","ENA|OLKM01001028|OLKM01001028.1 23515","Intron"
"641","ENA|OLKM01001031|OLKM01001031.1 70664","CDS"
"642","ENA|OLKM01001036|OLKM01001036.1 175936","Other"
"643","ENA|OLKM01001037|OLKM01001037.1 10510","CDS"
"644","ENA|OLKM01001037|OLKM01001037.1 14888","Other"
"645","ENA|OLKM01001037|OLKM01001037.1 15016","Other"
"646","ENA|OLKM01001041|OLKM01001041.1 36031","CDS"
"647","ENA|OLKM01001041|OLKM01001041.1 36033","CDS"
"648","ENA|OLKM01001042|OLKM01001042.1 3120","Intron"
"649","ENA|OLKM01001042|OLKM01001042.1 3648","Intron"
"650","ENA|OLKM01001042|OLKM01001042.1 123157","Intron"
"651","ENA|OLKM01001051|OLKM01001051.1 147385","CDS"
"652","ENA|OLKM01001058|OLKM01001058.1 61948","Intron"
"653","ENA|OLKM01001060|OLKM01001060.1 26458","Other"
"654","ENA|OLKM01001060|OLKM01001060.1 28883","Other"
"655","ENA|OLKM01001060|OLKM01001060.1 138053","Intron"
"656","ENA|OLKM01001060|OLKM01001060.1 138055","Intron"
"657","ENA|OLKM01001060|OLKM01001060.1 138274","Intron"
"658","ENA|OLKM01001062|OLKM01001062.1 93598","Intron"
"659","ENA|OLKM01001067|OLKM01001067.1 172900","CDS"
"660","ENA|OLKM01001067|OLKM01001067.1 173445","CDS"
"661","ENA|OLKM01001071|OLKM01001071.1 57617","UTR5"
"662","ENA|OLKM01001071|OLKM01001071.1 160389","Other"
"663","ENA|OLKM01001073|OLKM01001073.1 14935","Other"
"664","ENA|OLKM01001073|OLKM01001073.1 30483","Intron"
"665","ENA|OLKM01001074|OLKM01001074.1 95528","Intron"
"666","ENA|OLKM01001074|OLKM01001074.1 95963","Intron"
"667","ENA|OLKM01001074|OLKM01001074.1 96978","Intron"
"668","ENA|OLKM01001075|OLKM01001075.1 38445","Intron"
"669","ENA|OLKM01001083|OLKM01001083.1 21105","Other"
"670","ENA|OLKM01001083|OLKM01001083.1 23282","Other"
"671","ENA|OLKM01001087|OLKM01001087.1 124039","Other"
"672","ENA|OLKM01001087|OLKM01001087.1 124213","Other"
"673","ENA|OLKM01001087|OLKM01001087.1 124240","Other"
"674","ENA|OLKM01001090|OLKM01001090.1 11976","Promoter"
"675","ENA|OLKM01001090|OLKM01001090.1 11985","Promoter"
"676","ENA|OLKM01001090|OLKM01001090.1 18829","Intron"
"677","ENA|OLKM01001091|OLKM01001091.1 44103","Intron"
"678","ENA|OLKM01001091|OLKM01001091.1 149186","Other"
"679","ENA|OLKM01001091|OLKM01001091.1 151107","Other"
"680","ENA|OLKM01001096|OLKM01001096.1 136573","CDS"
"681","ENA|OLKM01001100|OLKM01001100.1 6835","Intron"
"682","ENA|OLKM01001103|OLKM01001103.1 154637","Intron"
"683","ENA|OLKM01001103|OLKM01001103.1 154665","Intron"
"684","ENA|OLKM01001116|OLKM01001116.1 66298","CDS"
"685","ENA|OLKM01001139|OLKM01001139.1 43474","Other"
"686","ENA|OLKM01001139|OLKM01001139.1 77227","Other"
"687","ENA|OLKM01001144|OLKM01001144.1 129715","Other"
"688","ENA|OLKM01001144|OLKM01001144.1 131149","Other"
"689","ENA|OLKM01001144|OLKM01001144.1 159908","Other"
"690","ENA|OLKM01001144|OLKM01001144.1 160098","Other"
"691","ENA|OLKM01001144|OLKM01001144.1 167242","Other"
"692","ENA|OLKM01001147|OLKM01001147.1 16869","Other"
"693","ENA|OLKM01001147|OLKM01001147.1 17119","Other"
"694","ENA|OLKM01001148|OLKM01001148.1 78569","Intron"
"695","ENA|OLKM01001155|OLKM01001155.1 159504","UTR3"
"696","ENA|OLKM01001158|OLKM01001158.1 54107","Intron"
"697","ENA|OLKM01001158|OLKM01001158.1 55120","Intron"
"698","ENA|OLKM01001158|OLKM01001158.1 56228","Intron"
"699","ENA|OLKM01001158|OLKM01001158.1 57390","Intron"
"700","ENA|OLKM01001159|OLKM01001159.1 155158","Other"
"701","ENA|OLKM01001160|OLKM01001160.1 18164","Intron"
"702","ENA|OLKM01001161|OLKM01001161.1 113525","CDS"
"703","ENA|OLKM01001161|OLKM01001161.1 113628","Intron"
"704","ENA|OLKM01001171|OLKM01001171.1 42739","Other"
"705","ENA|OLKM01001172|OLKM01001172.1 37398","Intron"
"706","ENA|OLKM01001173|OLKM01001173.1 6409","Intron"
"707","ENA|OLKM01001173|OLKM01001173.1 8490","Intron"
"708","ENA|OLKM01001173|OLKM01001173.1 8509","Intron"
"709","ENA|OLKM01001173|OLKM01001173.1 14228","Other"
"710","ENA|OLKM01001173|OLKM01001173.1 14359","Other"
"711","ENA|OLKM01001173|OLKM01001173.1 29740","Other"
"712","ENA|OLKM01001173|OLKM01001173.1 36696","Other"
"713","ENA|OLKM01001175|OLKM01001175.1 76441","Intron"
"714","ENA|OLKM01001175|OLKM01001175.1 107866","Intron"
"715","ENA|OLKM01001178|OLKM01001178.1 83808","Intron"
"716","ENA|OLKM01001178|OLKM01001178.1 84571","Intron"
"717","ENA|OLKM01001178|OLKM01001178.1 119777","Other"
"718","ENA|OLKM01001178|OLKM01001178.1 119879","Other"
"719","ENA|OLKM01001178|OLKM01001178.1 120134","Other"
"720","ENA|OLKM01001178|OLKM01001178.1 120157","Other"
"721","ENA|OLKM01001178|OLKM01001178.1 120206","Other"
"722","ENA|OLKM01001192|OLKM01001192.1 98238","Other"
"723","ENA|OLKM01001192|OLKM01001192.1 155887","Other"
"724","ENA|OLKM01001192|OLKM01001192.1 160122","Other"
"725","ENA|OLKM01001193|OLKM01001193.1 22035","Other"
"726","ENA|OLKM01001193|OLKM01001193.1 22043","Other"
"727","ENA|OLKM01001207|OLKM01001207.1 125876","Intron"
"728","ENA|OLKM01001215|OLKM01001215.1 86897","Other"
"729","ENA|OLKM01001215|OLKM01001215.1 115208","Intron"
"730","ENA|OLKM01001215|OLKM01001215.1 141152","Other"
"731","ENA|OLKM01001217|OLKM01001217.1 27664","Other"
"732","ENA|OLKM01001217|OLKM01001217.1 28492","Other"
"733","ENA|OLKM01001221|OLKM01001221.1 77514","Intron"
"734","ENA|OLKM01001221|OLKM01001221.1 97206","Other"
"735","ENA|OLKM01001224|OLKM01001224.1 64092","Intron"
"736","ENA|OLKM01001228|OLKM01001228.1 30953","Intron"
"737","ENA|OLKM01001228|OLKM01001228.1 34430","Other"
"738","ENA|OLKM01001235|OLKM01001235.1 3846","Intron"
"739","ENA|OLKM01001235|OLKM01001235.1 4032","Intron"
"740","ENA|OLKM01001235|OLKM01001235.1 4691","Intron"
"741","ENA|OLKM01001235|OLKM01001235.1 4715","Intron"
"742","ENA|OLKM01001237|OLKM01001237.1 139323","Intron"
"743","ENA|OLKM01001237|OLKM01001237.1 152192","Intron"
"744","ENA|OLKM01001244|OLKM01001244.1 1738","Intron"
"745","ENA|OLKM01001244|OLKM01001244.1 1743","Intron"
"746","ENA|OLKM01001245|OLKM01001245.1 2068","Other"
"747","ENA|OLKM01001245|OLKM01001245.1 2109","Other"
"748","ENA|OLKM01001245|OLKM01001245.1 2126","Other"
"749","ENA|OLKM01001245|OLKM01001245.1 2136","Other"
"750","ENA|OLKM01001245|OLKM01001245.1 2172","Other"
"751","ENA|OLKM01001245|OLKM01001245.1 6112","Intron"
"752","ENA|OLKM01001258|OLKM01001258.1 5295","Promoter"
"753","ENA|OLKM01001258|OLKM01001258.1 5324","CDS"
"754","ENA|OLKM01001261|OLKM01001261.1 142846","Other"
"755","ENA|OLKM01001271|OLKM01001271.1 7880","Other"
"756","ENA|OLKM01001271|OLKM01001271.1 8957","CDS"
"757","ENA|OLKM01001272|OLKM01001272.1 141150","CDS"
"758","ENA|OLKM01001273|OLKM01001273.1 23309","Other"
"759","ENA|OLKM01001273|OLKM01001273.1 23599","Other"
"760","ENA|OLKM01001273|OLKM01001273.1 24769","Other"
"761","ENA|OLKM01001275|OLKM01001275.1 88752","Other"
"762","ENA|OLKM01001276|OLKM01001276.1 69046","Intron"
"763","ENA|OLKM01001276|OLKM01001276.1 69069","Intron"
"764","ENA|OLKM01001279|OLKM01001279.1 146418","Other"
"765","ENA|OLKM01001279|OLKM01001279.1 146955","Other"
"766","ENA|OLKM01001291|OLKM01001291.1 5780","CDS"
"767","ENA|OLKM01001306|OLKM01001306.1 8619","Other"
"768","ENA|OLKM01001306|OLKM01001306.1 8686","Other"
"769","ENA|OLKM01001308|OLKM01001308.1 90071","Intron"
"770","ENA|OLKM01001319|OLKM01001319.1 136823","CDS"
"771","ENA|OLKM01001319|OLKM01001319.1 136874","CDS"
"772","ENA|OLKM01001320|OLKM01001320.1 21284","Intron"
"773","ENA|OLKM01001320|OLKM01001320.1 21652","Intron"
"774","ENA|OLKM01001320|OLKM01001320.1 24026","Intron"
"775","ENA|OLKM01001320|OLKM01001320.1 49960","Intron"
"776","ENA|OLKM01001325|OLKM01001325.1 70422","Intron"
"777","ENA|OLKM01001325|OLKM01001325.1 70900","Intron"
"778","ENA|OLKM01001325|OLKM01001325.1 71007","Intron"
"779","ENA|OLKM01001326|OLKM01001326.1 56461","Intron"
"780","ENA|OLKM01001326|OLKM01001326.1 59137","Intron"
"781","ENA|OLKM01001327|OLKM01001327.1 40046","Other"
"782","ENA|OLKM01001327|OLKM01001327.1 43673","Other"
"783","ENA|OLKM01001333|OLKM01001333.1 12107","Intron"
"784","ENA|OLKM01001333|OLKM01001333.1 15646","Intron"
"785","ENA|OLKM01001333|OLKM01001333.1 17999","Intron"
"786","ENA|OLKM01001343|OLKM01001343.1 13128","Other"
"787","ENA|OLKM01001343|OLKM01001343.1 13200","Other"
"788","ENA|OLKM01001343|OLKM01001343.1 17712","Other"
"789","ENA|OLKM01001343|OLKM01001343.1 24890","Intron"
"790","ENA|OLKM01001343|OLKM01001343.1 36066","Intron"
"791","ENA|OLKM01001343|OLKM01001343.1 37180","Intron"
"792","ENA|OLKM01001344|OLKM01001344.1 6635","Intron"
"793","ENA|OLKM01001344|OLKM01001344.1 7819","Intron"
"794","ENA|OLKM01001344|OLKM01001344.1 9442","Intron"
"795","ENA|OLKM01001344|OLKM01001344.1 9455","Intron"
"796","ENA|OLKM01001345|OLKM01001345.1 122053","Other"
"797","ENA|OLKM01001345|OLKM01001345.1 130138","Other"
"798","ENA|OLKM01001348|OLKM01001348.1 4669","Intron"
"799","ENA|OLKM01001355|OLKM01001355.1 72476","CDS"
"800","ENA|OLKM01001357|OLKM01001357.1 57809","Intron"
"801","ENA|OLKM01001361|OLKM01001361.1 75837","Other"
"802","ENA|OLKM01001361|OLKM01001361.1 75876","Other"
"803","ENA|OLKM01001367|OLKM01001367.1 136132","Intron"
"804","ENA|OLKM01001368|OLKM01001368.1 7475","Terminator"
"805","ENA|OLKM01001368|OLKM01001368.1 7538","Other"
"806","ENA|OLKM01001368|OLKM01001368.1 7612","Other"
"807","ENA|OLKM01001370|OLKM01001370.1 92174","Intron"
"808","ENA|OLKM01001370|OLKM01001370.1 99268","Intron"
"809","ENA|OLKM01001373|OLKM01001373.1 126819","Other"
"810","ENA|OLKM01001374|OLKM01001374.1 35638","Intron"
"811","ENA|OLKM01001374|OLKM01001374.1 35641","Intron"
"812","ENA|OLKM01001374|OLKM01001374.1 35655","Intron"
"813","ENA|OLKM01001374|OLKM01001374.1 35680","Intron"
"814","ENA|OLKM01001375|OLKM01001375.1 35983","Intron"
"815","ENA|OLKM01001375|OLKM01001375.1 72267","Other"
"816","ENA|OLKM01001376|OLKM01001376.1 5589","Other"
"817","ENA|OLKM01001376|OLKM01001376.1 78536","Other"
"818","ENA|OLKM01001381|OLKM01001381.1 115088","Other"
"819","ENA|OLKM01001384|OLKM01001384.1 126513","Intron"
"820","ENA|OLKM01001393|OLKM01001393.1 69635","Other"
"821","ENA|OLKM01001393|OLKM01001393.1 120889","Other"
"822","ENA|OLKM01001393|OLKM01001393.1 120924","Other"
"823","ENA|OLKM01001393|OLKM01001393.1 123213","Other"
"824","ENA|OLKM01001394|OLKM01001394.1 7910","Intron"
"825","ENA|OLKM01001394|OLKM01001394.1 7956","Intron"
