"","Loc","scaffold","position","Function"
"65","ENA|OLKM01000075|OLKM01000075.1 19782","OLKM01000075.1",19783,"Name=MEAE_00008499;Alias=maker-MeA_20160214_scaffold_74-snap-gene-0.83;Note=Similar to SMARCA4: Transcription activator BRG1 (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.920.10,Gene3D:G3DSA:3.40.390.10,Gene3D:G3DSA:3.40.50.300,InterPro:IPR000330,InterPro:IPR000884,InterPro:IPR001487,InterPro:IPR001590,InterPro:IPR001650,InterPro:IPR002870,InterPro:IPR006576,InterPro:IPR010294,InterPro:IPR010909,InterPro:IPR013273,InterPro:IPR013999,InterPro:IPR014001,InterPro:IPR014012,InterPro:IPR018359,InterPro:IPR024079,InterPro:IPR027417,InterPro:IPR029295,PANTHER:PTHR10799,PANTHER:PTHR10799:SF541,PRINTS:PR00503,PRINTS:PR01857,Pfam:PF00176,Pfam:PF00271,Pfam:PF00439,Pfam:PF01562,Pfam:PF05986,Pfam:PF07529,Pfam:PF07533,Pfam:PF13688,Pfam:PF14619,ProSitePatterns:PS00633,ProSiteProfiles:PS50014,ProSiteProfiles:PS50092,ProSiteProfiles:PS50215,ProSiteProfiles:PS50900,ProSiteProfiles:PS51192,ProSiteProfiles:PS51194,ProSiteProfiles:PS51204,SMART:SM00209,SMART:SM00297,SMART:SM00487,SMART:SM00490,SMART:SM00573,SMART:SM00592,SUPERFAMILY:SSF160481,SUPERFAMILY:SSF47370,SUPERFAMILY:SSF52540,SUPERFAMILY:SSF55486,SUPERFAMILY:SSF82895;Ontology_term=GO:0003676,GO:0003677,GO:0004222,GO:0004386,GO:0005515,GO:0005524,GO:0005578,GO:0006508,GO:0008233,GO:0008237,GO:0008270,GO:0016817,GO:0031012,GO:0042393;"
"65.2","ENA|OLKM01000075|OLKM01000075.1 19782","OLKM01000075.1",19783,"Name=MEAE_00008500;Alias=snap_masked-MeA_20160214_scaffold_74-processed-gene-0.43;Note=Protein of unknown function;"
"67","ENA|OLKM01000076|OLKM01000076.1 7272","OLKM01000076.1",7273,"Name=MEAE_00008558;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313;Note=Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:1.20.1480.20,Gene3D:G3DSA:2.30.42.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR001478,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR015022,InterPro:IPR023142,InterPro:IPR028777,PANTHER:PTHR24356,PANTHER:PTHR24356:SF150,Pfam:PF00069,Pfam:PF00595,Pfam:PF08926,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,ProSiteProfiles:PS50106,SMART:SM00220,SMART:SM00228,SUPERFAMILY:SSF140482,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF56112;Ontology_term=GO:0000287,GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007010,GO:0016772,GO:0035556;"
"68","ENA|OLKM01000076|OLKM01000076.1 7297","OLKM01000076.1",7298,"Name=MEAE_00008558;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313;Note=Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:1.20.1480.20,Gene3D:G3DSA:2.30.42.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR001478,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR015022,InterPro:IPR023142,InterPro:IPR028777,PANTHER:PTHR24356,PANTHER:PTHR24356:SF150,Pfam:PF00069,Pfam:PF00595,Pfam:PF08926,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,ProSiteProfiles:PS50106,SMART:SM00220,SMART:SM00228,SUPERFAMILY:SSF140482,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF56112;Ontology_term=GO:0000287,GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007010,GO:0016772,GO:0035556;"
"69","ENA|OLKM01000076|OLKM01000076.1 7565","OLKM01000076.1",7566,"Name=MEAE_00008558;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313;Note=Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:1.20.1480.20,Gene3D:G3DSA:2.30.42.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR001478,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR015022,InterPro:IPR023142,InterPro:IPR028777,PANTHER:PTHR24356,PANTHER:PTHR24356:SF150,Pfam:PF00069,Pfam:PF00595,Pfam:PF08926,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,ProSiteProfiles:PS50106,SMART:SM00220,SMART:SM00228,SUPERFAMILY:SSF140482,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF56112;Ontology_term=GO:0000287,GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007010,GO:0016772,GO:0035556;"
"70","ENA|OLKM01000076|OLKM01000076.1 7712","OLKM01000076.1",7713,"Name=MEAE_00008558;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313;Note=Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:1.20.1480.20,Gene3D:G3DSA:2.30.42.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR001478,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR015022,InterPro:IPR023142,InterPro:IPR028777,PANTHER:PTHR24356,PANTHER:PTHR24356:SF150,Pfam:PF00069,Pfam:PF00595,Pfam:PF08926,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,ProSiteProfiles:PS50106,SMART:SM00220,SMART:SM00228,SUPERFAMILY:SSF140482,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF56112;Ontology_term=GO:0000287,GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007010,GO:0016772,GO:0035556;"
"71","ENA|OLKM01000076|OLKM01000076.1 7753","OLKM01000076.1",7754,"Name=MEAE_00008558;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313;Note=Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:1.20.1480.20,Gene3D:G3DSA:2.30.42.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR001478,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR015022,InterPro:IPR023142,InterPro:IPR028777,PANTHER:PTHR24356,PANTHER:PTHR24356:SF150,Pfam:PF00069,Pfam:PF00595,Pfam:PF08926,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,ProSiteProfiles:PS50106,SMART:SM00220,SMART:SM00228,SUPERFAMILY:SSF140482,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF56112;Ontology_term=GO:0000287,GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007010,GO:0016772,GO:0035556;"
"72","ENA|OLKM01000076|OLKM01000076.1 9757","OLKM01000076.1",9758,"Name=MEAE_00008558;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313;Note=Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:1.20.1480.20,Gene3D:G3DSA:2.30.42.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR001478,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR015022,InterPro:IPR023142,InterPro:IPR028777,PANTHER:PTHR24356,PANTHER:PTHR24356:SF150,Pfam:PF00069,Pfam:PF00595,Pfam:PF08926,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,ProSiteProfiles:PS50106,SMART:SM00220,SMART:SM00228,SUPERFAMILY:SSF140482,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF56112;Ontology_term=GO:0000287,GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007010,GO:0016772,GO:0035556;"
"73","ENA|OLKM01000076|OLKM01000076.1 9801","OLKM01000076.1",9802,"Name=MEAE_00008558;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313;Note=Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens);Dbxref=Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:1.20.1480.20,Gene3D:G3DSA:2.30.42.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR001478,InterPro:IPR002290,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR015022,InterPro:IPR023142,InterPro:IPR028777,PANTHER:PTHR24356,PANTHER:PTHR24356:SF150,Pfam:PF00069,Pfam:PF00595,Pfam:PF08926,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,ProSiteProfiles:PS50106,SMART:SM00220,SMART:SM00228,SUPERFAMILY:SSF140482,SUPERFAMILY:SSF50156,SUPERFAMILY:SSF56112;Ontology_term=GO:0000287,GO:0004672,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0007010,GO:0016772,GO:0035556;"
"74","ENA|OLKM01000076|OLKM01000076.1 98118","OLKM01000076.1",98119,"Name=MEAE_00008565;Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.314;Note=Similar to isl1: Insulin gene enhancer protein isl-1 (Danio rerio);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.10.60,InterPro:IPR001356,InterPro:IPR001781,InterPro:IPR002035,InterPro:IPR007198,InterPro:IPR008253,InterPro:IPR009057,InterPro:IPR010844,PANTHER:PTHR24204,Pfam:PF00046,Pfam:PF04056,Pfam:PF07303,ProSitePatterns:PS00478,ProSiteProfiles:PS50023,ProSiteProfiles:PS51225,SMART:SM00132,SMART:SM00389,SUPERFAMILY:SSF144292,SUPERFAMILY:SSF46689,SUPERFAMILY:SSF53300,SUPERFAMILY:SSF57716;Ontology_term=GO:0003677,GO:0003700,GO:0006355,GO:0008270,GO:0016020,GO:0043565;"
"76","ENA|OLKM01000080|OLKM01000080.1 517616","OLKM01000080.1",517617,"Name=MEAE_00008937;Alias=augustus_masked-MeA_20160214_scaffold_79-processed-gene-1.161;Note=Protein of unknown function;"
"76.4","ENA|OLKM01000080|OLKM01000080.1 517616","OLKM01000080.1",517617,"Name=MEAE_00008938;Alias=snap_masked-MeA_20160214_scaffold_79-processed-gene-1.238;Note=Protein of unknown function;"
"77","ENA|OLKM01000082|OLKM01000082.1 356253","OLKM01000082.1",356254,"Name=MEAE_00009114;Alias=augustus_masked-MeA_20160214_scaffold_81-processed-gene-1.157;Note=Similar to wdr5: WD repeat-containing protein 5 (Xenopus tropicalis);Dbxref=Gene3D:G3DSA:2.130.10.10,InterPro:IPR001680,InterPro:IPR015943,InterPro:IPR017986,InterPro:IPR019775,InterPro:IPR020472,PANTHER:PTHR22847,PANTHER:PTHR22847:SF308,PRINTS:PR00320,Pfam:PF00400,ProSitePatterns:PS00678,ProSiteProfiles:PS50082,ProSiteProfiles:PS50294,SMART:SM00320,SUPERFAMILY:SSF50978;Ontology_term=GO:0005515;"
"81","ENA|OLKM01000090|OLKM01000090.1 217632","OLKM01000090.1",217633,"Name=MEAE_00009801;Alias=snap_masked-MeA_20160214_scaffold_89-processed-gene-0.224;Note=Protein of unknown function;"
"83","ENA|OLKM01000091|OLKM01000091.1 586774","OLKM01000091.1",586775,"Name=MEAE_00009937;Alias=augustus_masked-MeA_20160214_scaffold_90-processed-gene-0.164;Note=Protein of unknown function;"
"84","ENA|OLKM01000092|OLKM01000092.1 167881","OLKM01000092.1",167882,"Name=MEAE_00009951;Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324;Note=Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus);Dbxref=Gene3D:G3DSA:2.30.30.40,InterPro:IPR011511,Pfam:PF07653;"
"85","ENA|OLKM01000092|OLKM01000092.1 169479","OLKM01000092.1",169480,"Name=MEAE_00009951;Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324;Note=Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus);Dbxref=Gene3D:G3DSA:2.30.30.40,InterPro:IPR011511,Pfam:PF07653;"
"86","ENA|OLKM01000092|OLKM01000092.1 169641","OLKM01000092.1",169642,"Name=MEAE_00009951;Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324;Note=Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus);Dbxref=Gene3D:G3DSA:2.30.30.40,InterPro:IPR011511,Pfam:PF07653;"
"87","ENA|OLKM01000092|OLKM01000092.1 169951","OLKM01000092.1",169952,"Name=MEAE_00009951;Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324;Note=Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus);Dbxref=Gene3D:G3DSA:2.30.30.40,InterPro:IPR011511,Pfam:PF07653;"
"88","ENA|OLKM01000092|OLKM01000092.1 170128","OLKM01000092.1",170129,"Name=MEAE_00009951;Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324;Note=Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus);Dbxref=Gene3D:G3DSA:2.30.30.40,InterPro:IPR011511,Pfam:PF07653;"
"93","ENA|OLKM01000096|OLKM01000096.1 415147","OLKM01000096.1",415148,"Name=MEAE_00010214;Alias=maker-MeA_20160214_scaffold_95-augustus-gene-0.220;Note=Similar to Gpm6b: Neuronal membrane glycoprotein M6-b (Mus musculus);Dbxref=InterPro:IPR001614,InterPro:IPR018237,PANTHER:PTHR11683,PANTHER:PTHR11683:SF10,PRINTS:PR00214,Pfam:PF01275,ProSitePatterns:PS01004,SMART:SM00002;Ontology_term=GO:0016021;"
"94","ENA|OLKM01000096|OLKM01000096.1 575316","OLKM01000096.1",575317,"Name=MEAE_00010226;Alias=maker-MeA_20160214_scaffold_95-snap-gene-0.249;Note=Similar to HDAC4: Histone deacetylase 4 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.40.800.20,InterPro:IPR000286,InterPro:IPR023801,PANTHER:PTHR10625,PANTHER:PTHR10625:SF100,Pfam:PF00850,SUPERFAMILY:SSF52768;"
"95","ENA|OLKM01000100|OLKM01000100.1 334828","OLKM01000100.1",334829,"Name=MEAE_00010495;Alias=augustus_masked-MeA_20160214_scaffold_99-processed-gene-0.167;Note=Protein of unknown function;Dbxref=SUPERFAMILY:SSF140996;"
"96","ENA|OLKM01000100|OLKM01000100.1 336969","OLKM01000100.1",336970,"Name=MEAE_00010495;Alias=augustus_masked-MeA_20160214_scaffold_99-processed-gene-0.167;Note=Protein of unknown function;Dbxref=SUPERFAMILY:SSF140996;"
"97","ENA|OLKM01000103|OLKM01000103.1 142580","OLKM01000103.1",142581,"Name=MEAE_00010707;Alias=maker-MeA_20160214_scaffold_102-snap-gene-0.385;Note=Similar to Ppp1r16a: Protein phosphatase 1 regulatory subunit 16A (Mus musculus);Dbxref=Gene3D:G3DSA:1.25.40.20,InterPro:IPR002110,InterPro:IPR020683,PANTHER:PTHR24186,Pfam:PF12796,ProSiteProfiles:PS50088,ProSiteProfiles:PS50297,SMART:SM00248,SUPERFAMILY:SSF48403;Ontology_term=GO:0005515;"
"97.2","ENA|OLKM01000103|OLKM01000103.1 142580","OLKM01000103.1",142581,"Name=MEAE_00010708;Alias=snap_masked-MeA_20160214_scaffold_102-processed-gene-0.214;Note=Protein of unknown function;"
"98","ENA|OLKM01000108|OLKM01000108.1 93104","OLKM01000108.1",93105,"Name=MEAE_00011132;Alias=maker-MeA_20160214_scaffold_107-snap-gene-0.334;Note=Similar to c2cd3: C2 domain-containing protein 3 (Xenopus tropicalis);Dbxref=PANTHER:PTHR21254,PANTHER:PTHR21254:SF1;"
"99","ENA|OLKM01000108|OLKM01000108.1 96610","OLKM01000108.1",96611,"Name=MEAE_00011132;Alias=maker-MeA_20160214_scaffold_107-snap-gene-0.334;Note=Similar to c2cd3: C2 domain-containing protein 3 (Xenopus tropicalis);Dbxref=PANTHER:PTHR21254,PANTHER:PTHR21254:SF1;"
"100","ENA|OLKM01000108|OLKM01000108.1 96630","OLKM01000108.1",96631,"Name=MEAE_00011132;Alias=maker-MeA_20160214_scaffold_107-snap-gene-0.334;Note=Similar to c2cd3: C2 domain-containing protein 3 (Xenopus tropicalis);Dbxref=PANTHER:PTHR21254,PANTHER:PTHR21254:SF1;"
"101","ENA|OLKM01000108|OLKM01000108.1 96652","OLKM01000108.1",96653,"Name=MEAE_00011132;Alias=maker-MeA_20160214_scaffold_107-snap-gene-0.334;Note=Similar to c2cd3: C2 domain-containing protein 3 (Xenopus tropicalis);Dbxref=PANTHER:PTHR21254,PANTHER:PTHR21254:SF1;"
"102","ENA|OLKM01000110|OLKM01000110.1 258896","OLKM01000110.1",258897,"Name=MEAE_00011317;Alias=maker-MeA_20160214_scaffold_109-snap-gene-0.346;Note=Similar to PPIB: Peptidyl-prolyl cis-trans isomerase B (Bos taurus);Dbxref=Gene3D:G3DSA:2.40.100.10,InterPro:IPR002130,InterPro:IPR002993,InterPro:IPR016181,InterPro:IPR020892,InterPro:IPR029000,PANTHER:PTHR11071,PANTHER:PTHR11071:SF63,PRINTS:PR00153,Pfam:PF00160,Pfam:PF02100,ProSitePatterns:PS00170,ProSiteProfiles:PS50072,SUPERFAMILY:SSF50891,SUPERFAMILY:SSF55729;Ontology_term=GO:0003755,GO:0004857,GO:0006457,GO:0008073;"
"103","ENA|OLKM01000113|OLKM01000113.1 256057","OLKM01000113.1",256058,"Name=MEAE_00011519;Alias=maker-MeA_20160214_scaffold_112-augustus-gene-0.319;Note=Similar to specc1l: Cytospin-A (Tetraodon nigroviridis);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.418.10,InterPro:IPR001715,PANTHER:PTHR23167,PANTHER:PTHR23167:SF18,Pfam:PF00307,ProSiteProfiles:PS50021,SMART:SM00033,SUPERFAMILY:SSF47576;Ontology_term=GO:0005515;"
"103.2","ENA|OLKM01000113|OLKM01000113.1 256057","OLKM01000113.1",256058,"Name=MEAE_00011521;Alias=snap_masked-MeA_20160214_scaffold_112-processed-gene-0.269;Note=Protein of unknown function;"
"105","ENA|OLKM01000114|OLKM01000114.1 81335","OLKM01000114.1",81336,"Name=MEAE_00011592;Alias=snap_masked-MeA_20160214_scaffold_113-processed-gene-0.196;Note=Similar to mycl1b: Protein L-Myc-1b (Danio rerio);Dbxref=InterPro:IPR012682,Pfam:PF01056;Ontology_term=GO:0003700,GO:0006355;"
"106","ENA|OLKM01000114|OLKM01000114.1 83951","OLKM01000114.1",83952,"Name=MEAE_00011592;Alias=snap_masked-MeA_20160214_scaffold_113-processed-gene-0.196;Note=Similar to mycl1b: Protein L-Myc-1b (Danio rerio);Dbxref=InterPro:IPR012682,Pfam:PF01056;Ontology_term=GO:0003700,GO:0006355;"
"107","ENA|OLKM01000114|OLKM01000114.1 83960","OLKM01000114.1",83961,"Name=MEAE_00011592;Alias=snap_masked-MeA_20160214_scaffold_113-processed-gene-0.196;Note=Similar to mycl1b: Protein L-Myc-1b (Danio rerio);Dbxref=InterPro:IPR012682,Pfam:PF01056;Ontology_term=GO:0003700,GO:0006355;"
"110","ENA|OLKM01000133|OLKM01000133.1 46926","OLKM01000133.1",46927,"Name=MEAE_00013043;Alias=maker-MeA_20160214_scaffold_132-snap-gene-0.323;Note=Similar to slc6a9: Sodium- and chloride-dependent glycine transporter 1 (Xenopus laevis);Dbxref=Coils:Coil,InterPro:IPR000175,InterPro:IPR003028,PANTHER:PTHR11616,PANTHER:PTHR11616:SF110,PRINTS:PR00176,PRINTS:PR01204,Pfam:PF00209,ProSitePatterns:PS00610,ProSitePatterns:PS00754,ProSiteProfiles:PS50267,SUPERFAMILY:SSF161070;Ontology_term=GO:0005283,GO:0005328,GO:0005887,GO:0006836,GO:0016020,GO:0016021;"
"111","ENA|OLKM01000135|OLKM01000135.1 368790","OLKM01000135.1",368791,"Name=MEAE_00013222;Alias=maker-MeA_20160214_scaffold_134-snap-gene-0.238;Note=Protein of unknown function;"
"111.2","ENA|OLKM01000135|OLKM01000135.1 368790","OLKM01000135.1",368791,"Name=MEAE_00013223;Alias=snap_masked-MeA_20160214_scaffold_134-processed-gene-0.200;Note=Protein of unknown function;"
"112","ENA|OLKM01000139|OLKM01000139.1 347179","OLKM01000139.1",347180,"Name=MEAE_00013458;Alias=augustus_masked-MeA_20160214_scaffold_138-processed-gene-0.96;Note=Similar to DPEP1: Dipeptidase 1 (Bos taurus);Dbxref=Gene3D:G3DSA:3.20.20.140,InterPro:IPR000180,InterPro:IPR008257,InterPro:IPR028536,PANTHER:PTHR10443,PANTHER:PTHR10443:SF17,Pfam:PF01244,ProSitePatterns:PS00869,ProSiteProfiles:PS51365,SUPERFAMILY:SSF51556;Ontology_term=GO:0006508,GO:0008235,GO:0008239,GO:0016805;"
"113","ENA|OLKM01000141|OLKM01000141.1 488425","OLKM01000141.1",488426,"Name=MEAE_00013543;Alias=maker-MeA_20160214_scaffold_140-snap-gene-0.168;Note=Protein of unknown function;"
"115","ENA|OLKM01000142|OLKM01000142.1 22843","OLKM01000142.1",22844,"Name=MEAE_00013551;Alias=maker-MeA_20160214_scaffold_141-augustus-gene-0.300;Note=Similar to UBR1: E3 ubiquitin-protein ligase UBR1 (Homo sapiens);Dbxref=Gene3D:G3DSA:3.30.1390.10,InterPro:IPR003126,InterPro:IPR003769,InterPro:IPR013993,InterPro:IPR014719,PANTHER:PTHR21497,PANTHER:PTHR21497:SF27,Pfam:PF02207,Pfam:PF02617,ProSiteProfiles:PS51157,SMART:SM00396,SUPERFAMILY:SSF54736;Ontology_term=GO:0004842,GO:0008270,GO:0030163;"
"117","ENA|OLKM01000144|OLKM01000144.1 157244","OLKM01000144.1",157245,"Name=MEAE_00013741;Alias=augustus_masked-MeA_20160214_scaffold_143-processed-gene-0.180;Note=Similar to SLC27A2: Very long-chain acyl-CoA synthetase (Homo sapiens);Dbxref=Gene3D:G3DSA:2.30.38.10,Gene3D:G3DSA:3.40.50.980,InterPro:IPR000873,PANTHER:PTHR24096,PANTHER:PTHR24096:SF164,Pfam:PF00501,SUPERFAMILY:SSF56801;Ontology_term=GO:0003824,GO:0008152;"
"122","ENA|OLKM01000145|OLKM01000145.1 401637","OLKM01000145.1",401638,"Name=MEAE_00013839;Alias=maker-MeA_20160214_scaffold_144-augustus-gene-0.283;Note=Similar to CERCAM: Probable inactive glycosyltransferase 25 family member 3 (Bos taurus);Dbxref=InterPro:IPR002654,InterPro:IPR029044,PANTHER:PTHR10730,PANTHER:PTHR10730:SF9,Pfam:PF01755,SUPERFAMILY:SSF53448;Ontology_term=GO:0009103;"
"122.2","ENA|OLKM01000145|OLKM01000145.1 401637","OLKM01000145.1",401638,"Name=MEAE_00013844;Alias=snap_masked-MeA_20160214_scaffold_144-processed-gene-0.206;Note=Protein of unknown function;"
"123","ENA|OLKM01000147|OLKM01000147.1 28061","OLKM01000147.1",28062,"Name=MEAE_00013906;Alias=genemark-MeA_20160214_scaffold_146-processed-gene-0.3;Note=Similar to calcrla: Calcitonin gene-related peptide type 1 receptor (Danio rerio);Dbxref=InterPro:IPR000832,InterPro:IPR003287,InterPro:IPR017981,PANTHER:PTHR12011,PANTHER:PTHR12011:SF215,PRINTS:PR00249,PRINTS:PR01350,Pfam:PF00002,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0004948,GO:0007166,GO:0007186,GO:0016020,GO:0016021;"
"123.2","ENA|OLKM01000147|OLKM01000147.1 28061","OLKM01000147.1",28062,"Name=MEAE_00013904;Alias=maker-MeA_20160214_scaffold_146-snap-gene-0.199;Note=Protein of unknown function;"
"124","ENA|OLKM01000147|OLKM01000147.1 28073","OLKM01000147.1",28074,"Name=MEAE_00013906;Alias=genemark-MeA_20160214_scaffold_146-processed-gene-0.3;Note=Similar to calcrla: Calcitonin gene-related peptide type 1 receptor (Danio rerio);Dbxref=InterPro:IPR000832,InterPro:IPR003287,InterPro:IPR017981,PANTHER:PTHR12011,PANTHER:PTHR12011:SF215,PRINTS:PR00249,PRINTS:PR01350,Pfam:PF00002,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0004948,GO:0007166,GO:0007186,GO:0016020,GO:0016021;"
"124.2","ENA|OLKM01000147|OLKM01000147.1 28073","OLKM01000147.1",28074,"Name=MEAE_00013904;Alias=maker-MeA_20160214_scaffold_146-snap-gene-0.199;Note=Protein of unknown function;"
"125","ENA|OLKM01000147|OLKM01000147.1 106301","OLKM01000147.1",106302,"Name=MEAE_00013910;Alias=maker-MeA_20160214_scaffold_146-snap-gene-0.192;Note=Protein of unknown function;"
"126","ENA|OLKM01000149|OLKM01000149.1 220136","OLKM01000149.1",220137,"Name=MEAE_00014048;Alias=snap_masked-MeA_20160214_scaffold_148-processed-gene-0.133;Note=Protein of unknown function;"
"127","ENA|OLKM01000149|OLKM01000149.1 370748","OLKM01000149.1",370749,"Name=MEAE_00014054;Alias=maker-MeA_20160214_scaffold_148-snap-gene-0.214;Note=Similar to MCF2L2: Probable guanine nucleotide exchange factor MCF2L2 (Homo sapiens);Dbxref=InterPro:IPR001251,PANTHER:PTHR22826,PANTHER:PTHR22826:SF89,Pfam:PF13716;"
"127.2","ENA|OLKM01000149|OLKM01000149.1 370748","OLKM01000149.1",370749,"Name=MEAE_00014061;Alias=snap_masked-MeA_20160214_scaffold_148-processed-gene-0.140;Note=Protein of unknown function;"
"128","ENA|OLKM01000150|OLKM01000150.1 183852","OLKM01000150.1",183853,"Name=MEAE_00014103;Alias=maker-MeA_20160214_scaffold_149-snap-gene-0.304;Note=Similar to GGTA1: N-acetyllactosaminide alpha-1%2C3-galactosyltransferase (Bos taurus);Dbxref=Gene3D:G3DSA:3.90.550.10,InterPro:IPR004031,InterPro:IPR004032,InterPro:IPR005076,InterPro:IPR012461,InterPro:IPR029044,PANTHER:PTHR10462,PANTHER:PTHR10462:SF26,Pfam:PF00822,Pfam:PF03414,Pfam:PF07894,ProSitePatterns:PS01221,SUPERFAMILY:SSF53448,SUPERFAMILY:SSF56024;Ontology_term=GO:0005975,GO:0016020,GO:0016021,GO:0016758;"
"128.2","ENA|OLKM01000150|OLKM01000150.1 183852","OLKM01000150.1",183853,"Name=MEAE_00014101;Alias=snap_masked-MeA_20160214_scaffold_149-processed-gene-0.233;Note=Protein of unknown function;"
"129","ENA|OLKM01000155|OLKM01000155.1 11491","OLKM01000155.1",11492,"Name=MEAE_00014410;Alias=snap_masked-MeA_20160214_scaffold_154-processed-gene-0.163;Note=Protein of unknown function;"
"129.4","ENA|OLKM01000155|OLKM01000155.1 11491","OLKM01000155.1",11492,"Name=MEAE_00014408;Alias=snap_masked-MeA_20160214_scaffold_154-processed-gene-0.209;Note=Similar to SEMA4B: Semaphorin-4B (Homo sapiens);Dbxref=Coils:Coil,Gene3D:G3DSA:2.130.10.10,InterPro:IPR001627,InterPro:IPR006574,InterPro:IPR008985,InterPro:IPR015943,PANTHER:PTHR24103,PANTHER:PTHR24103:SF245,Pfam:PF01403,Pfam:PF13765,ProSiteProfiles:PS51004,SMART:SM00589,SMART:SM00630,SUPERFAMILY:SSF101912,SUPERFAMILY:SSF49899;Ontology_term=GO:0005515;"
